pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
GJ 1132 c,GJ 1132,1,1,2,0,Radial Velocity,2018,2017-10,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,8.929,0.0476,,,2.64,0.00831,Msini,,0.27,,300,,0,,,,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,,3270,0.21,0.18,,,-2.359,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.613,13.68,8.322,12.138,26/06/2018,2018-10,21/06/2018
GJ 1148 b,GJ 1148,1,1,2,0,Radial Velocity,2010,2010-05,Ground,W. M. Keck Observatory,10 m Keck I Telescope,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,41.38,0.166,,,96.7,0.30425,Msini,,0.38,,,,0,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3287,0.36,0.34,,,-1.869,4.87,,10.5255,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,11.939,6.822,10.5769,16/10/2017,2018-02,19/10/2017
GJ 1148 c,GJ 1148,1,1,2,0,Radial Velocity,2017,2018-02,Ground,Calar Alto Observatory,3.5 m telescope,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,532.58,0.912,,,68.06,0.21414,Msini,,0.342,,,,0,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3287,0.36,0.34,,,-1.869,4.87,,10.5255,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,11.939,6.822,10.5769,16/10/2017,2018-02,19/10/2017
GJ 1151 b,GJ 1151,1,1,1,0,Radial Velocity,2021,2021-02,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=MAHADEVAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210202233M/abstract target=ref>Mahadevan et al. 2021</a>,2.018,0.01735,,,2.5,0.00787,Msini,,0,,,,0,18.5,,,<a refstr=MAHADEVAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210202233M/abstract target=ref>Mahadevan et al. 2021</a>,M4.5,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334,8.03625,13.76,7.637,11.6938,25/03/2021,2021-02,01/04/2021
GJ 1214 b,GJ 1214,1,1,1,0,Transit,2009,2009-12,Ground,MEarth Project,0.4 m MEarth Telescope,Published Confirmed,0,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslash;e et al. 2013</a>,1.58040456,0.01411,2.847,0.254,6.26125,0.0197,Mass,1.49,,,,88.17,0,14,,,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslash;e et al. 2013</a>,,3026,0.22,0.15,0.39,[Fe/H],,4.94,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427,15.1,8.782,13.0089,02/12/2015,2013-01,03/12/2015
GJ 1252 b,GJ 1252,1,1,1,0,Transit,2020,2020-02,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,0.5182349,0.00916,1.193,0.106,2.09,0.00658,Mass,,0,,1089,85,0,,0.02802,,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,M3,3458,0.39,0.38,0.1,[Fe/H],-1.708,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.373,12.68,7.915,11.2364,06/02/2020,2020-02,13/02/2020
GJ 1265 b,GJ 1265,1,1,1,0,Radial Velocity,2018,2018-12,Ground,Calar Alto Observatory,3.5 m telescope,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,3.6511,0.026,,,7.4,0.02328,Msini,,0.04,,,,0,,,,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,M4.5 V,3236,0.19,0.18,-0.04,[Fe/H],-2.439,5.09,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623,10.2525,14.01,8.115,12.0807,03/12/2018,2018-12,06/12/2018
GJ 143 b,GJ 143,1,1,2,0,Transit,2019,2019-02,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,35.61253,0.1915,2.61,0.233,22.7,0.07142,Mass,7,0.188,,422,89.33,0,60.1,0.035,,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640,0.69,0.73,0.003,[Fe/H],-0.686,4.61,3.8,3.03,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,16.32,8.08,5.375,7.67906,22/04/2019,2019-04,25/04/2019
GJ 15 A b,GJ 15 A,1,2,2,0,Radial Velocity,2014,2014-10,Ground,W. M. Keck Observatory,10 m Keck I Telescope,Published Confirmed,1,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,11.4407,0.072,,,3.03,0.00953,Msini,,0.094,,,,0,,,,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,M1,3607,0.38,0.38,-0.34,[Fe/H],-1.655,4.87,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.56228,8.09,4.018,7.2162,02/10/2019,2018-09,10/10/2019
GJ 15 A c,GJ 15 A,1,2,2,0,Radial Velocity,2018,2018-09,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,Published Confirmed,0,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,7600,5.4,,,36,0.11327,Msini,,0.27,,,,0,,,,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,M1,3607,0.38,0.38,-0.34,[Fe/H],-1.655,4.87,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.56228,8.09,4.018,7.2162,02/10/2019,2018-09,10/10/2019
GJ 160.2 b,GJ 160.2,1,1,1,0,Radial Velocity,2014,2014-06,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,5.2354,0.053,,,10.2,0.03209,Msini,,0.06,,,,0,,,,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M0 V,4347,,0.69,,,-0.796,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h06m34.90s,61.6454173,-20d51m23.30s,-20.8564724,25.8557,9.7,6.702,9.20154,04/10/2019,2014-06,10/10/2019
GJ 163 b,GJ 163,1,1,3,0,Radial Velocity,2013,2013-08,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,8.63182,0.0607,,,10.6,0.03335,Msini,,0.073,,,,0,,,,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285,11.79,7.135,10.6771,24/01/2017,2013-08,26/01/2017
GJ 163 c,GJ 163,1,1,3,0,Radial Velocity,2013,2013-08,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,25.63058,0.1254,,,6.8,0.0214,Msini,,0.099,,,,0,,,,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285,11.79,7.135,10.6771,24/01/2017,2013-08,26/01/2017
GJ 163 d,GJ 163,1,1,3,0,Radial Velocity,2013,2013-08,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,603.95116,1.0304,,,29.4,0.0925,Msini,,0.373,,,,0,,,,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285,11.79,7.135,10.6771,24/01/2017,2013-08,26/01/2017
GJ 179 b,GJ 179,1,1,1,0,Radial Velocity,2009,2010-10,Ground,W. M. Keck Observatory,10 m Keck I Telescope,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721.1467H/abstract target=ref> Howard et al. 2010 </a>,2288,2.41,,,260.61,0.82,Msini,,0.21,,,,0,,,,<a refstr=HOWARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721.1467H/abstract target=ref> Howard et al. 2010 </a>,M3.5 V,3370,0.38,0.36,0.3,[Fe/H],-1.796,4.83,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h52m05.89s,73.0245495,+06d28m30.84s,6.4752347,12.356,11.963,6.942,10.7055,14/05/2014,2010-10,14/05/2014
GJ 180 b,GJ 180,1,1,3,0,Radial Velocity,2014,2014-06,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,17.133,0.092,,,6.49,0.02042,Msini,,0.07,,,,0,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.43,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,10.914,6.598,9.93395,06/02/2020,2020-01,13/02/2020
GJ 180 c,GJ 180,1,1,3,0,Radial Velocity,2014,2014-06,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,24.329,0.129,,,6.4,0.02014,Msini,,0.09,,,,0,,,,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M2 V,3371,,0.43,,,-1.886,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,10.914,6.598,9.93395,04/10/2019,2014-06,10/10/2019
GJ 180 d,GJ 180,1,1,3,0,Radial Velocity,2020,2020-01,Ground,Multiple Facilities,Multiple Telescopes,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,106.3,0.309,,,7.56,0.02379,Msini,,0.14,,,,0,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.43,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,10.914,6.598,9.93395,06/02/2020,2020-01,13/02/2020
GJ 2056 b,GJ 2056,1,1,1,0,Radial Velocity,2020,2020-08,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,69.971,0.283,,,16.2,0.05097,Msini,,0.72,,,,0,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,,,,0.62,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h12m04.68s,108.0194945,-24d53m31.56s,-24.8921008,28.4434,10.37,6.89,9.72281,08/09/2020,2020-08,03/09/2020
GJ 229 A c,GJ 229,1,2,2,0,Radial Velocity,2020,2020-01,Ground,Multiple Facilities,Multiple Telescopes,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,121.995,0.339,,,7.268,0.02287,Msini,,0.19,,,,0,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.58,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.75624,8.15,4.166,7.30724,06/02/2020,2020-01,13/02/2020
GJ 229 b,GJ 229,1,2,2,0,Radial Velocity,2014,2014-06,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,526.115,0.898,,,8.478,0.02667,Msini,,0.1,,,,0,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.58,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.75624,8.15,4.166,7.30724,07/02/2020,2020-01,13/02/2020
GJ 251 b,GJ 251,1,1,1,0,Radial Velocity,2020,2020-11,Ground,W. M. Keck Observatory,10 m Keck I Telescope,Published Confirmed,0,<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>,14.238,0.0818,,,4,0.01259,Msini,,0.1,2.53,351,,0,,,,<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>,M3.0 V,3451,0.36,0.36,-0.03,[Fe/H],-1.772,4.96,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h54m48.06s,103.7002499,+33d15m59.27s,33.2664632,5.58057,9.89,5.275,8.85518,26/02/2021,2020-11,04/03/2021
GJ 27.1 b,GJ 27.1,1,1,1,0,Radial Velocity,2014,2014-06,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,15.819,0.101,,,13,0.0409,Msini,,0.08,,,,0,,,,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M0.5 V,3542,,0.53,,,-1.585,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h39m59.52s,9.9980016,-44d15m15.00s,-44.2541679,23.6062,11.45,7.394,10.579,04/10/2019,2014-06,10/10/2019
GJ 273 b,GJ 273,1,1,2,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,18.6498,0.091101,,,2.89,0.00909,Msini,,0.1,1.06,,,0,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382,0.29,0.29,0.09,[Fe/H],-2.056,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,5.921535,9.84,4.857,,29/03/2017,2017-06,30/03/2017
GJ 273 c,GJ 273,1,1,2,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.7234,0.036467,,,1.18,0.00371,Msini,,0.17,6.66,,,0,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382,0.29,0.29,0.09,[Fe/H],-2.056,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,5.921535,9.84,4.857,,29/03/2017,2017-06,30/03/2017
GJ 3021 b,GJ 3021,1,2,1,0,Radial Velocity,2000,2001-08,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,Published Confirmed,0,<a refstr=NAEF_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001A&A...375..205N/abstract target=ref> Naef et al. 2001 </a>,133.71,0.49,,,1071.04,3.37,Msini,,0.511,,350,,0,,,,<a refstr=NAEF_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001A&A...375..205N/abstract target=ref> Naef et al. 2001 </a>,G6 V,5540,0.9,0.9,0.1,[Fe/H],-0.18,4.7,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h16m15.22s,4.0634323,-79d51m05.12s,-79.8514218,17.5559,6.59,4.859,6.39729,14/05/2014,2001-08,14/05/2014
GJ 3082 b,GJ 3082,1,1,1,0,Radial Velocity,2020,2020-01,Ground,Multiple Facilities,Multiple Telescopes,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,11.949,0.079,,,8.2,0.0258,Msini,,0.22,,,,0,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.47,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h14m34.38s,18.6432425,-53d56m26.79s,-53.9407751,16.6186,11.041,6.966,10.2011,06/02/2020,2020-01,13/02/2020
GJ 3138 b,GJ 3138,1,1,3,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,1.22003,0.0197,,,1.78,0.0056,Msini,,0.19,118.1,,,0,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717,0.5,0.68,-0.3,[Fe/H],-1.347,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712,10.8275,,10.1924,29/03/2017,2017-06,30/03/2017
GJ 3138 c,GJ 3138,1,1,3,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,5.974,0.057,,,4.18,0.01315,Msini,,0.11,13.9,,,0,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717,0.5,0.68,-0.3,[Fe/H],-1.347,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712,10.8275,,10.1924,29/03/2017,2017-06,30/03/2017
GJ 3138 d,GJ 3138,1,1,3,0,Radial Velocity,2017,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,257.8,0.698,,,10.5,0.03304,Msini,,0.32,0.1,,,0,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717,0.5,0.68,-0.3,[Fe/H],-1.347,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712,10.8275,,10.1924,29/03/2017,2017-06,30/03/2017
GJ 317 b,GJ 317,1,1,2,0,Radial Velocity,2007,2007-11,Ground,W. M. Keck Observatory,10 m Keck I Telescope,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,695.66,1.151,,,557.1,1.75282,Msini,,0.07,,,,0,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,,,,0.42,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,15.1968,12.4,7.028,10.7539,08/09/2020,2020-08,03/09/2020
