pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_eqt,cluster
0.5190854431768821,0.781354596474635,0.8382549115794065,0.6581324988916697,0.4184168308172187,0
0.31530078503762493,0.8923084208200526,0.8209110138451148,0.45468526300027035,0.8035496972841334,2
0.3514540969953758,0.7552328071073859,0.7604929110931613,0.587427834072537,0.81326281262952,2
0.20478494553492477,0.8147923190046623,0.9446301427892014,0.7629964339855395,0.8656684693287664,2
0.3281589615514796,0.7957030712728002,0.8253082764023345,0.6162209787365309,0.7963895592063288,2
0.22520677108696008,0.86718000001657,0.8625894970423142,0.5779075470194031,0.778241353530901,2
0.3550435227107863,0.8628670676869362,0.7433177422820114,0.4033845517136499,0.8748785479314996,3
0.3374730924482594,0.8040755352148545,0.8401415168765114,0.6257693257429063,0.8042354911241771,2
0.3355432406291561,0.7921070516336995,0.9773521170348451,0.847225416653815,0.7658097614086561,2
0.4824402734783021,0.8398399479270622,0.6980208025013819,0.35680177569691357,0.6391520007594433,0
0.4706112218391788,0.8339558483963319,0.8459553211433062,0.5861032275495216,0.6184769726297965,2
0.43190681631781547,0.8043423529069638,0.8473640589022646,0.6308293106121439,0.7399232324265745,2
0.30280263443805056,0.862629933328249,0.8823950399282843,0.5926154053173149,0.7963895592063288,2
0.27176873076543506,0.7493565513403285,0.9396390072065597,0.861039983239172,0.6005379538458646,2
0.2577438027938199,0.9852404549852879,0.6920429681679003,0.1127874265837186,0.8424410206934203,3
0.17858120272066447,0.8599684722600619,0.7966742865080778,0.48112239682546437,0.8309100641588967,2
0.30207557980269295,0.7736578383773162,0.7036821116190781,0.47344877444445366,0.5359214816093658,0
0.292584342672886,0.9719505697702586,0.6653699133898103,0.09461165352475942,0.8613712306362116,3
0.4093358347605689,0.9376233378475224,0.8658600158749947,0.45929204427672715,0.8613712306362116,2
0.3345235663964202,0.9689143933444768,0.9326874469634134,0.5228669989411532,0.9687665877122824,2
0.3194939177642738,0.8655017800214285,0.7970542175942306,0.4607975753639694,0.7283836149437928,2
0.20580763433549476,0.8186462587130926,0.8134712842497995,0.5608674169354917,0.7670714251060757,2
0.28017394088153813,0.865070879369869,0.8563820750084223,0.5520008905554674,0.7883778216114798,2
0.5686582979289128,0.718045157505567,0.7628703427918528,0.649557197721333,0.5340629994996586,0
0.10345998738691298,0.8713712606107781,0.8038562532604792,0.4732968685002277,0.8877379481330485,2
0.16780737350840436,0.8344799372014118,0.763411890765676,0.4637652766807851,0.7847886853919679,2
0.3480375019631605,0.7763713479622772,0.8378775839929236,0.6658600646627433,0.5540217966549776,2
0.17569244745517854,0.8852185359120106,0.817723787620287,0.4607975753639694,0.9051084337604531,2
0.2438942939847477,0.8990003891255953,0.7533804425889037,0.3442538472553516,0.8818283560455966,3
0.38230508209608294,0.87158209178995,0.9701657231229883,0.7076536023386905,0.8154864529698194,2
0.18685193558867608,0.8825391449891467,0.8167936087634367,0.4652279958070299,0.8420278003896313,2
0.2641706717925454,0.82729991541074,0.8523699690849387,0.6066260528851217,0.7431567666643812,2
0.3810357788761153,0.8160517257324185,0.7354935636412618,0.44993671257059425,0.8179174875324979,2
0.39319869944249675,0.8240147260112607,0.7098315740461465,0.4011956396593697,0.6577506415043661,3
0.452610176421942,0.8410151549356119,0.8604616849504167,0.5957712558417296,0.6893361872375987,2
0.3333037605979551,0.8884696102779087,0.9075072900350214,0.587427834072537,0.8744992286490372,2
0.23152963708646646,0.9391548606515999,0.7712824570116459,0.3044667645693523,0.9098052127825449,3
0.27316988139568843,0.8829445006893517,1.0,0.7483731090846609,0.9928463992592054,2
0.2294668005535233,0.9488194515325387,0.7585594362432897,0.2813650462888797,0.8691485206071032,3
0.14059458789620094,0.8892811317594103,0.8382588027473936,0.48437126866481456,0.9522833834715771,2
0.40273361208729586,0.9749548113636272,0.8792838244881314,0.4106028334773756,0.8623521615616809,2
0.3654882940110926,0.9484976332556425,0.8599062133475013,0.42295468093648764,0.9215502336061427,2
0.3569941498054855,0.9218548196022308,0.8750869940772887,0.48943125353405204,0.8844251442194659,2
