pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_eqt,cluster
0.0184,1.46,2.73,4.82,2080,cluster4
0.094,3.1,19.6,3.62,852,cluster4
0.153,3.13,9.96,1.78,668,cluster3
0.257,3.58,12.5,1.5,515,cluster3
0.6559,2.08,4.98,3.04,300,cluster2
0.1688,2.94,8.96,1.94,644,cluster3
0.0756,2.19,5.43,2.84,574,cluster4
0.2159,2.55,7.04,2.33,532,cluster3
0.0741,2.67,7.61,2.2,1058,cluster4
0.1616,2.69,7.7,2.17,512,cluster3
0.1167,1.71,3.57,3.92,786,cluster4
0.2939,2.09,5.02,3.02,503,cluster3
0.0434,0.99,0.937,5.31,1309,cluster4
0.059,1.61,3.22,4.24,619,cluster4
0.0349,0.95,0.809,5.18,625,cluster4
0.066,4.81,5.1,0.252,1418,cluster4
0.0711,1.31,4.6,11.2,997,cluster4
0.1313,1.6,3.19,4.28,1039,cluster4
0.1622,1.48,2.79,4.73,935,cluster3
0.1891,3.4,11.5,1.61,850,cluster3
0.2046,2.93,8.91,1.95,522,cluster3
0.0315,0.98,0.904,5.28,953,cluster4
0.054,2.63,7.41,2.24,1177,cluster4
0.0331,1.23,2.04,6.02,1304,cluster4
0.1629,3.01,9.32,1.88,590,cluster3
0.1138,3.36,11.2,1.62,724,cluster3
0.3679,2.72,7.85,2.14,239,cluster2
0.044,1.73,3.64,3.86,908,cluster4
0.1096,2.5,10.44,3.28,785,cluster4
0.2395,2.56,11.17,3.1,531,cluster3
0.2495,2.38,6.26,2.55,484,cluster3
0.0384,1.98,4.58,3.24,1332,cluster4
0.0748,1.76,3.75,3.78,583,cluster4
0.1176,1.49,2.83,4.7,931,cluster4
0.1183,1.55,3.02,4.46,570,cluster4
0.0455,3.73,13.4,1.42,1092,cluster4
0.0344,1.6,3.19,4.28,1256,cluster4
0.0299,2.36,6.17,2.58,1290,cluster4
0.0162,0.8,0.437,4.69,1872,cluster4
0.1309,3.63,12.8,1.47,702,cluster3
0.1685,1.6,3.19,4.28,823,cluster3
0.04544,1.536,3.51,5.3,1593,cluster4
0.06064,1.597,9.39,12.65,1379,cluster4
0.08377,0.86,3.8,33.1,1173,cluster4
0.12639,2.903,8.6,2,955,cluster3
0.0693,1.73,3.64,3.86,1101,cluster4
0.0615,2.38,6.26,2.55,814,cluster4
0.0269,1.58,3.12,4.35,1849,cluster4
0.0805,2.3,5.9,2.66,905,cluster4
0.0483,1.64,3.33,4.15,1169,cluster4
0.0536,1.25,2.1,5.91,568,cluster4
0.0208,1.42,2.6,4.99,818,cluster4
0.0611,0.8,0.437,4.69,770,cluster4
0.2101,2.77,8.1,2.09,576,cluster3
0.0388,1.9,4.27,3.42,1122,cluster4
0.1092,1.63,3.29,4.17,887,cluster4
0.292,8.65,56,0.475,669,cluster3
0.721,8.18,50.9,0.511,426,cluster2
0.3781,3.28,10.8,1.68,548,cluster2
0.0466,1.01,1.01,5.39,972,cluster4
0.0257,1.12,1.46,5.71,1827,cluster4
0.1899,3.36,11.2,1.62,448,cluster3
0.0324,1.11,1.41,5.67,1737,cluster4
0.7391,7.22,41.2,0.602,313,cluster2
0.3002,3.268,10.7,1.68,491,cluster3
0.1198,2.44,6.53,2.47,433,cluster4
0.503,2.94,8.96,1.94,211,cluster2
0.0148,0.61,0.165,3.99,2161,cluster4
0.1602,1.42,2.6,4.99,667,cluster4
0.0497,1.83,4.01,3.6,584,cluster4
0.6364,2.25,5.69,2.74,297,cluster2
0.0252,1.46,2.73,4.82,1664,cluster4
0.2996,2.07,4.94,3.06,508,cluster3
0.1685,1.95,4.46,3.31,776,cluster3
0.394,1.96,4.5,3.28,508,cluster2
0.3625,3.18,10.2,1.74,480,cluster2
0.0514,1.21,1.92,5.96,1108,cluster4
0.034,1.24,2.07,5.97,794,cluster4
0.5791,3.26,10.7,1.7,267,cluster2
0.0358,1.3,2.24,5.6,1319,cluster4
0.0337,2.83,8.4,2.04,1558,cluster4
0.091,1.8,1.9,1.72,849,cluster4
0.107,2.87,2.9,0.66,786,cluster4
0.155,3.12,7.3,1.28,653,cluster3
0.195,4.19,8,0.58,582,cluster3
0.25,2.49,2,0.69,513,cluster3
0.466,3.33,25,4,376,cluster2
0.107,1.83,4.01,3.6,1008,cluster4
0.198,2.21,5.52,2.81,743,cluster3
0.0684,1.75,3.71,3.8,1000,cluster4
0.3483,2.47,6.66,2.43,393,cluster3
0.2731,2.66,7.56,2.21,546,cluster3
0.1473,2.27,5.77,2.71,736,cluster3
0.0628,1.23,2.04,6.02,1321,cluster4
0.0471,2.01,4.7,3.18,729,cluster4
0.0239,1.65,3.36,4.11,2199,cluster4
0.0126,1.34,2.36,5.39,1897,cluster4
0.0511,1.46,2.73,4.82,1063,cluster4
0.2466,2.19,5.43,2.84,787,cluster3
0.046,1.58,3.12,4.35,1356,cluster4
0.761,7.3,42,0.593,333,cluster2
0.0754,2.66,7.56,2.21,609,cluster4
0.0872,2,4.66,3.2,938,cluster4
0.1239,3.02,9.38,1.87,918,cluster3
0.2415,2.81,8.3,2.06,558,cluster3
0.1102,1.35,2.39,5.34,631,cluster4
0.2134,1.7,3.53,3.95,1381,cluster3
0.233,2.54,6.99,2.34,488,cluster3
0.0546,1.11,1.41,5.67,938,cluster4
0.2079,2.74,7.95,2.12,502,cluster3
0.0812,1.92,4.35,3.38,938,cluster4
0.076,2.36,6.17,2.58,809,cluster4
0.172,2.4,6.35,2.52,538,cluster3
0.0369,1.38,2.48,5.19,1027,cluster4
0.1187,1.91,4.31,3.4,1008,cluster4
0.2315,2.04,4.82,3.12,526,cluster3
0.0497,1.67,3.43,4.05,1061,cluster4
0.0305,1.28,2.18,5.71,621,cluster4
0.1348,1.84,4.04,3.56,778,cluster4
0.4126,1.73,3.64,3.86,374,cluster2
0.0556,1.96,4.5,3.28,994,cluster4
0.302,3.65,12.9,1.46,424,cluster3
0.1644,2.96,9.06,1.92,737,cluster3
0.3528,2.73,7.9,2.13,503,cluster2
0.0502,1.82,11.7,10.73,775,cluster4
0.0595,0.8,0.437,4.69,904,cluster4
0.0459,1.59,3.15,4.31,1159,cluster4
0.2881,2.35,6.12,2.59,384,cluster3
0.0983,1.97,4.54,3.26,703,cluster4
0.1242,2.64,7.46,2.23,611,cluster4
0.3436,1.85,4.08,3.54,451,cluster3
0.0299,1.64,3.33,4.15,922,cluster4
0.1871,2.2,5.48,2.83,1020,cluster3
0.0415,1.7,3.53,3.95,1080,cluster4
0.0165,1.19,1.81,5.9,1693,cluster4
0.053,1.26,6.8,18.7,586,cluster4
0.06482,1.6,2.8,3.76,507,cluster4
0.08358,2.53,3.9,1.32,446,cluster4
0.1478,2.77,8.1,2.09,500,cluster3
0.0345,0.82,0.477,4.75,1471,cluster4
0.1343,1.47,2.76,4.77,902,cluster4
0.0371,1.67,3.43,4.05,976,cluster4
0.6477,3.6,12.6,1.48,234,cluster2
0.1291,1.99,4.62,3.22,811,cluster4
0.0443,1.4,2.54,5.09,958,cluster4
0.0325,1.23,2.04,6.02,1019,cluster4
0.0961,2.61,7.32,2.26,872,cluster4
0.0188,1.69,3.5,3.98,1397,cluster4
0.0473,1.44,2.67,4.91,1128,cluster4
0.036,1.09,1.32,5.6,1489,cluster4
0.087,2.6,7.27,2.27,960,cluster4
0.0382,1.02,1.04,5.39,1432,cluster4
0.3197,2.22,5.56,2.79,485,cluster3
0.0223,0.87,0.59,4.92,806,cluster4
0.0277,1.73,3.64,3.86,1343,cluster4
0.0631,2.34,6.08,2.61,1314,cluster4
0.0875,2.36,6.17,2.58,1117,cluster4
0.2006,2.03,4.78,3.14,609,cluster3
0.0994,1.32,2.3,5.5,787,cluster4
0.0448,1.09,1.32,5.6,732,cluster4
0.1246,2.34,6.08,2.61,1079,cluster4
0.1603,2.37,6.21,2.56,677,cluster3
0.069,3.42,11.6,1.59,1251,cluster4
0.116,2.3,5.9,2.66,964,cluster4
0.0755,2.14,5.22,2.93,839,cluster4
0.0784,2.13,5.18,2.95,485,cluster4
0.19,2.21,5.52,2.81,490,cluster3
0.0685,1.03,1.08,5.43,1211,cluster4
0.0457,1.12,1.46,5.71,936,cluster4
0.0914,1.55,3.02,4.46,946,cluster4
0.1975,1.69,3.5,3.98,486,cluster3
0.0175,1.71,3.57,3.92,1419,cluster4
0.2663,2.5,6.8,2.39,379,cluster3
0.0709,0.94,0.779,5.15,1125,cluster4
0.1445,8.059,29.875,0.3,984,cluster3
0.2804,12.341,584.78,1.74,704,cluster1
0.088,2.41,6.39,2.51,705,cluster4
0.168,3.2,10.3,1.73,675,cluster3
0.0157,0.89,0.64,4.99,1650,cluster4
0.0732,1.59,3.15,4.31,1156,cluster4
0.2181,2.99,9.22,1.9,515,cluster3
0.1589,2.45,6.57,2.45,595,cluster3
0.4301,1.9,4.27,3.42,377,cluster2
0.1596,1.07,1.24,5.56,378,cluster4
0.0346,1.32,2.3,5.5,1137,cluster4
0.073,1.96,4.5,3.28,784,cluster4
0.141,7.68,45.7,0.554,564,cluster3
0.1246,1.99,4.62,3.22,765,cluster4
0.0621,1.57,3.09,4.39,1374,cluster4
0.0981,2.41,6.39,2.51,796,cluster4
0.1793,2.82,8.35,2.05,555,cluster3
0.2863,2.68,7.65,2.18,529,cluster3
0.4297,1.33,2.33,5.44,355,cluster2
0.1281,2.23,5.6,2.77,724,cluster4
0.1401,2.61,7.32,2.26,701,cluster3
0.135,2.08,4.98,3.04,775,cluster4
0.0467,1.77,3.78,3.75,1158,cluster4
0.035,3.6,12.6,1.48,1213,cluster4
0.049,0.92,0.721,5.09,1016,cluster4
0.0845,1.33,2.33,5.44,609,cluster4
0.0587,1.51,2.89,4.61,952,cluster4
0.1693,2.36,6.17,2.58,600,cluster3
0.0403,1.32,2.3,5.5,1453,cluster4
0.1212,1.51,2.89,4.61,676,cluster4
0.0726,2.08,4.98,3.04,702,cluster4
0.3179,2.23,5.6,2.77,436,cluster3
0.0283,1.25,2.1,5.91,1011,cluster4
0.0732,1.47,2.76,4.77,830,cluster4
0.1152,1.15,1.6,5.78,931,cluster4
0.0553,19.661,137.30256,0.11,1480,cluster1
0.055,2.15,8.5,4.7,575,cluster4
0.088,1.53,2.96,4.54,455,cluster4
0.0188,1.06,1.2,5.54,1174,cluster4
0.1183,2.29,5.86,2.68,789,cluster4
0.179,2.94,8.96,1.94,547,cluster3
0.0114,1.06,1.2,5.54,1188,cluster4
0.3877,3.05,9.53,1.85,448,cluster2
0.0196,1.41,2.57,5.04,1667,cluster4
0.0201,1.64,3.33,4.15,1314,cluster4
0.1156,1.62,3.26,4.21,802,cluster4
0.0901,2.32,5.99,2.64,665,cluster4
0.18,1.51,2.89,4.61,755,cluster3
0.039,2.34,6.08,2.61,997,cluster4
0.216,2.27,5.77,2.71,425,cluster3
0.0753,1.7,3.53,3.95,856,cluster4
0.0985,2.55,7.04,2.33,840,cluster4
0.1082,2.14,5.22,2.93,795,cluster4
0.0635,1.19,1.81,5.9,1156,cluster4
0.128,2.36,6.17,2.58,591,cluster4
0.0528,1.22,1.98,5.99,1046,cluster4
0.0519,1.39,2.51,5.14,1191,cluster4
0.0326,1.99,4.62,3.22,1542,cluster4
0.1564,1.44,2.67,4.91,684,cluster4
0.1418,2.12,5.14,2.96,1159,cluster4
0.064,2.34,6.08,2.61,1159,cluster4
0.108,5.87,29,0.788,897,cluster3
0.155,2.2,5.48,2.83,747,cluster3
0.227,2.6,27.7,8.66,618,cluster3
0.287,1.75,36,36.9,543,cluster3
0.0734,1.52,2.92,4.57,899,cluster4
0.0906,1.88,4.19,3.47,632,cluster4
0.0282,0.79,0.418,4.66,1246,cluster4
0.1186,1.22,1.98,5.99,557,cluster4
0.1165,1.33,2.33,5.44,872,cluster4
0.0771,1.82,3.97,3.62,1453,cluster4
0.1361,1.45,2.7,4.87,809,cluster4
0.4092,2.29,5.86,2.68,369,cluster2
0.0125,1.54,2.99,4.5,1757,cluster4
0.3006,1.4,2.54,5.09,212,cluster3
0.135,2.94,55.3,12,817,cluster4
0.181,1.48,2.79,4.73,706,cluster3
0.0921,2.71,7.8,2.15,946,cluster4
0.0914,1.42,2.6,4.99,870,cluster4
0.1673,1.93,4.38,3.35,523,cluster3
0.263,2.6,7.27,2.27,604,cluster3
0.096,2.81,8.3,2.06,625,cluster4
0.0491,0.79,0.418,4.66,985,cluster4
0.1803,2.14,5.22,2.93,480,cluster3
0.3778,2.86,8.55,2.01,366,cluster2
0.0541,1.93,4.38,3.35,1389,cluster4
0.0625,2.9,8.75,1.97,1183,cluster4
0.039,0.73,0.315,4.45,892,cluster4
0.1,1.75,3.71,3.8,560,cluster4
0.17,1.11,1.41,5.67,428,cluster4
0.0557,1.15,1.6,5.78,1121,cluster4
0.1336,2.63,7.41,2.24,612,cluster3
0.1039,2.26,5.73,2.73,639,cluster4
0.1256,1.75,3.71,3.8,690,cluster4
0.0502,1.35,2.39,5.34,1839,cluster4
0.0484,1.44,2.67,4.91,1043,cluster4
0.0372,1.44,2.67,4.91,1190,cluster4
0.0848,1.36,2.42,5.29,554,cluster4
0.1091,2.33,6.04,2.62,676,cluster4
0.0806,1.18,1.76,5.89,1035,cluster4
0.167,2.38,6.26,2.55,647,cluster3
0.041,2.37,6.21,2.56,590,cluster4
0.051,0.74,0.33,4.47,529,cluster4
0.0393,1.92,4.35,3.38,1431,cluster4
0.2478,1.84,4.04,3.56,487,cluster3
0.1078,1.67,3.43,4.05,665,cluster4
0.3133,1.33,2.33,5.44,501,cluster3
0.0833,1.55,3.02,4.46,660,cluster4
0.0422,1.3,2.24,5.6,927,cluster4
0.0575,1.31,2.27,5.55,794,cluster4
0.2226,2.32,5.99,2.64,694,cluster3
0.1063,1.49,2.83,4.7,933,cluster4
0.0376,1.52,2.92,4.57,1252,cluster4
0.0201,0.86,0.566,4.89,2335,cluster4
0.0141,1.43,2.63,4.94,1681,cluster4
0.099,1.52,2.92,4.57,1009,cluster4
0.162,1.58,3.12,4.35,790,cluster3
0.448,2.5,6.8,2.39,475,cluster2
0.1444,1.77,3.78,3.75,823,cluster4
0.239,2.26,5.73,2.73,396,cluster3
0.083,1.82,3.97,3.62,949,cluster4
0.0499,1.14,1.55,5.75,907,cluster4
0.0191,1.18,1.76,5.89,1677,cluster4
0.0612,1.35,2.39,5.34,732,cluster4
0.1689,2.58,7.18,2.3,489,cluster3
0.1057,3.01,9.32,1.88,774,cluster4
0.2383,2.03,4.78,3.14,627,cluster3
0.226,1.63,3.29,4.17,657,cluster3
0.125,1.4,2.54,5.09,884,cluster4
0.2,2.66,7.56,2.21,698,cluster3
0.28,2.64,7.46,2.23,590,cluster3
0.0663,3.32,11,1.65,1598,cluster4
0.0418,1.48,2.79,4.73,1484,cluster4
0.2705,2.37,6.21,2.56,542,cluster3
0.1857,2.49,6.76,2.41,573,cluster3
0.0806,1.42,2.6,4.99,1384,cluster4
0.0488,1.48,2.79,4.73,1368,cluster4
0.1072,1.19,1.81,5.9,886,cluster4
0.2237,1.6,3.19,4.28,496,cluster3
0.0419,1.01,1.01,5.39,1213,cluster4
0.1633,1.75,3.71,3.8,738,cluster3
0.1231,1.43,0.77,1.46,968,cluster4
0.1622,1.34,0.9,2.07,843,cluster3
0.38,1.87,4.16,3.5,757,cluster2
0.0415,1.64,3.33,4.15,1123,cluster4
0.0335,1.55,3.02,4.46,1418,cluster4
0.1062,1.91,4.31,3.4,764,cluster4
0.0143,1.21,1.92,5.96,1703,cluster4
0.1268,0.97,0.871,5.24,874,cluster4
0.0991,2.15,5.27,2.91,888,cluster4
0.0976,1.54,2.99,4.5,796,cluster4
0.0435,1.12,1.46,5.71,2017,cluster4
0.0785,1.52,2.92,4.57,1113,cluster4
0.131,2.37,6.21,2.56,910,cluster4
0.393,2.55,7.04,2.33,525,cluster2
0.0557,1.42,2.6,4.99,1098,cluster4
0.0779,1.66,3.39,4.07,739,cluster4
0.0443,1.82,3.97,3.62,1195,cluster4
0.0659,0.97,0.871,5.24,1183,cluster4
0.4684,3.19,10.3,1.74,401,cluster2
0.0464,1.55,3.02,4.46,1029,cluster4
0.0896,0.91,0.693,5.05,1285,cluster4
0.0283,0.97,0.871,5.24,1790,cluster4
0.082,1.31,2.27,5.55,1373,cluster4
0.1357,2.98,9.17,1.9,588,cluster3
0.079,1.02,1.04,5.39,982,cluster4
0.178,2.9,8.75,1.97,683,cluster3
0.377,1.64,3.33,4.15,451,cluster2
0.1655,1.37,2.45,5.24,954,cluster3
0.0815,1.4,2.54,5.09,734,cluster4
0.0795,1.43,2.63,4.94,778,cluster4
0.0751,1.42,2.6,4.99,891,cluster4
0.1202,2.29,5.86,2.68,715,cluster4
0.1109,1.88,4.19,3.47,733,cluster4
0.123,1.91,4.31,3.4,678,cluster4
0.1369,2.47,6.66,2.43,768,cluster3
0.025,0.52,0.0933,3.65,662,cluster4
0.1679,2.37,6.21,2.56,491,cluster3
0.1238,2.41,16.13,6,718,cluster4
0.1684,0.84,8.25,77.7,615,cluster4
0.0148,1.44,2.67,4.91,1883,cluster4
0.0989,1.24,2.07,5.97,1019,cluster4
0.0368,1.22,1.98,5.99,1671,cluster4
0.0603,2.1,5.06,3,978,cluster4
0.046,1.76,3.75,3.78,1012,cluster4
0.0504,5.11,22.9,0.943,625,cluster4
0.0163,1.38,2.48,5.19,1541,cluster4
0.3859,3.54,12.3,1.52,446,cluster2
0.0128,1.56,3.05,4.41,1796,cluster4
0.6085,3.11,9.85,1.8,202,cluster2
0.0296,1.34,2.36,5.39,557,cluster4
0.067,1.21,1.92,5.96,1082,cluster4
0.068,1.28,2.18,5.71,1069,cluster4
0.136,1.55,3.02,4.46,758,cluster4
0.4393,1.18,1.76,5.89,414,cluster2
0.0163,1.7,3.53,3.95,1389,cluster4
0.0781,4.92,21.5,0.992,408,cluster3
0.0267,2.4,6.35,2.52,697,cluster4
0.0183,1.61,3.22,4.24,1666,cluster4
0.0191,1.52,2.92,4.57,2291,cluster4
0.0466,1.51,2.89,4.61,895,cluster4
0.2004,2.86,8.55,2.01,564,cluster3
0.2743,4.18,16.3,1.23,938,cluster3
0.1186,1.8,3.89,3.67,831,cluster4
0.0529,0.98,0.904,5.28,1214,cluster4
0.0747,2.17,5.35,2.88,577,cluster4
0.083,1.76,3.75,3.78,1041,cluster4
0.204,2.84,8.45,2.03,663,cluster3
0.0889,1.65,3.36,4.11,879,cluster4
0.0142,1.05,1.16,5.51,1244,cluster4
0.0986,1.37,2.45,5.24,728,cluster4
0.4382,2.81,8.3,2.06,428,cluster2
0.1229,2.29,5.86,2.68,710,cluster4
0.0615,1.45,2.7,4.87,809,cluster4
0.1595,1.98,4.58,3.24,793,cluster3
0.0631,1.71,3.57,3.92,1260,cluster4
0.1441,2.41,6.39,2.51,437,cluster3
0.0193,0.92,0.721,5.09,2124,cluster4
0.0234,0.71,0.285,4.38,1642,cluster4
0.06,2,4.66,3.2,1105,cluster4
0.092,1.26,2.13,5.85,892,cluster4
0.0153,1.55,3.02,4.46,2174,cluster4
0.4498,2.99,9.22,1.9,241,cluster2
0.0313,1.66,3.39,4.07,1283,cluster4
0.0449,1.93,4.38,3.35,1294,cluster4
0.0568,1.84,4.04,3.56,1219,cluster4
0.2638,2.36,6.17,2.58,693,cluster3
0.044,1.58,3.12,4.35,1236,cluster4
0.104,1.03,1.08,5.43,617,cluster4
0.1834,1.94,4.42,3.33,636,cluster3
0.0341,0.7,0.271,4.34,1668,cluster4
0.067,1.81,3.93,3.64,1209,cluster4
0.103,1.16,1.65,5.81,975,cluster4
0.0413,2.52,6.9,2.37,535,cluster4
0.0222,1.73,3.64,3.86,730,cluster4
0.0156,0.65,0.208,4.16,1212,cluster4
0.03,0.89,0.64,4.99,1701,cluster4
0.153,1.8,3.89,3.67,491,cluster3
0.3521,2.97,9.11,1.91,466,cluster2
0.0224,1.46,2.73,4.82,1448,cluster4
0.0136,1.53,2.96,4.54,1714,cluster4
0.041,1.28,2.18,5.71,1177,cluster4
0.0656,1.12,1.46,5.71,827,cluster4
0.2769,2.83,8.4,2.04,369,cluster3
0.106,2.05,19.8,12.6,951,cluster4
0.133,1.99,4.62,3.22,847,cluster4
0.2866,3.4,11.5,1.61,933,cluster3
0.0431,0.86,0.566,4.89,1061,cluster4
0.4626,2.6,7.27,2.27,248,cluster2
0.0363,1.25,2.1,5.91,988,cluster4
0.1284,2.15,5.27,2.91,1299,cluster4
0.075,0.92,0.721,5.09,969,cluster4
0.0545,0.8,0.437,4.69,1137,cluster4
0.0273,1.43,2.63,4.94,783,cluster4
0.0236,0.92,0.721,5.09,998,cluster4
0.0153,1.65,3.36,4.11,2085,cluster4
0.1741,2.69,7.7,2.17,667,cluster3
0.077,1.47,2.76,4.77,742,cluster4
0.13,1.88,4.19,3.47,568,cluster4
0.1495,1.84,4.04,3.56,770,cluster4
0.0767,1.27,2.15,5.77,1075,cluster4
0.0393,0.73,0.315,4.45,1015,cluster4
0.0274,0.64,0.196,4.11,1216,cluster4
0.024,1.27,2.15,5.77,1655,cluster4
0.0242,1.16,1.65,5.81,1887,cluster4
0.0918,2.29,5.86,2.68,737,cluster4
0.0471,1.74,3.68,3.84,1543,cluster4
0.0598,1.05,1.16,5.51,1042,cluster4
0.0153,1.25,2.1,5.91,1873,cluster4
0.0885,2.2,5.48,2.83,525,cluster4
0.0171,1.3,2.24,5.6,1564,cluster4
0.076,0.522,0.066,2.6,443,cluster4
0.0906,1.197,1.97,6.2,402,cluster4
0.12781,1.212,0.64,2.1,338,cluster4
0.0917,1.43,2.63,4.94,786,cluster4
0.1728,2.25,5.69,2.74,649,cluster3
0.1404,1.88,4.19,3.47,959,cluster4
0.1179,1.41,2.57,5.04,928,cluster4
0.1126,1.94,4.42,3.33,608,cluster4
0.0415,0.85,0.543,4.86,1423,cluster4
0.068,1.24,2.07,5.97,1011,cluster4
0.031,0.93,0.749,5.12,1123,cluster4
0.0882,2.59,7.22,2.28,434,cluster4
0.0519,2.26,5.73,2.73,566,cluster4
0.126,2.86,8.55,2.01,363,cluster3
0.1861,2.46,6.62,2.44,299,cluster3
0.3869,1.77,3.78,3.75,300,cluster2
0.127,2.94,8.96,1.94,752,cluster3
0.586,3.38,11.4,1.62,350,cluster2
0.0662,1.18,1.76,5.89,934,cluster4
0.2768,1.68,3.46,4.01,513,cluster3
0.1189,1.96,4.5,3.28,714,cluster4
0.0337,0.8,0.437,4.69,1249,cluster4
0.0555,1.39,2.51,5.14,1947,cluster4
0.0494,0.8,0.437,4.69,1311,cluster4
0.1406,2.07,4.94,3.06,786,cluster4
0.2602,1.72,3.61,3.9,551,cluster3
0.0392,0.9,0.666,5.02,1510,cluster4
0.051,1.03,1.08,5.43,1324,cluster4
0.0276,1.25,2.1,5.91,1610,cluster4
0.045,1.61,3.22,4.24,1301,cluster4
0.414,1.8,3.89,3.67,428,cluster2
0.0771,1.62,3.26,4.21,725,cluster4
0.0975,1.68,3.46,4.01,808,cluster4
0.0322,0.76,0.363,4.54,1789,cluster4
0.064,2.14,5.22,2.93,1238,cluster4
0.1143,2.01,4.7,3.18,596,cluster4
0.1778,3.96,14.9,1.32,565,cluster3
0.0987,1.1,1.37,5.66,854,cluster4
0.1502,2.25,5.69,2.74,826,cluster3
0.0425,0.89,0.64,4.99,1616,cluster4
0.0152,1.04,1.12,5.47,1733,cluster4
0.039,0.69,0.257,4.3,968,cluster4
0.067,1.41,2.57,5.04,738,cluster4
0.2543,1.78,3.82,3.72,290,cluster3
0.4001,2.82,8.35,2.05,441,cluster2
0.0461,0.83,0.498,4.79,1397,cluster4
0.1066,1.82,3.97,3.62,661,cluster4
0.0426,1.23,2.04,6.02,1033,cluster4
0.0144,1.29,2.21,5.66,1846,cluster4
0.0257,0.88,0.615,4.96,1870,cluster4
0.1431,1,0.972,5.34,695,cluster4
0.131,1.66,3.39,4.07,419,cluster4
0.2391,2.86,8.55,2.01,510,cluster3
0.032,1.99,4.62,3.22,1597,cluster4
0.057,2.86,8.55,2.01,1201,cluster4
0.242,2.16,5.31,2.9,582,cluster3
0.0671,1.28,2.18,5.71,806,cluster4
0.0762,0.93,0.749,5.12,1209,cluster4
0.1499,2.02,4.74,3.16,833,cluster3
0.1586,1.06,1.2,5.54,741,cluster4
0.1861,1.16,1.65,5.81,629,cluster3
0.1038,0.94,0.779,5.15,676,cluster4
0.1187,1.56,3.05,4.41,797,cluster4
0.0197,1.1,1.37,5.66,1844,cluster4
0.1059,1.64,3.33,4.15,1049,cluster4
0.055,1.29,2.21,5.66,1199,cluster4
0.127,2.41,6.39,2.51,838,cluster4
0.181,3.37,11.3,1.62,703,cluster3
0.0304,1.18,1.76,5.89,969,cluster4
0.0648,1.47,2.76,4.77,1064,cluster4
0.1696,2.22,5.56,2.79,709,cluster3
0.0516,1.56,3.05,4.41,1226,cluster4
0.0894,1.11,1.41,5.67,1320,cluster4
0.0546,0.86,0.566,4.89,1331,cluster4
0.0907,1.31,2.27,5.55,1001,cluster4
0.0951,1.37,2.45,5.24,770,cluster4
0.0346,0.94,0.779,5.15,1490,cluster4
0.0594,1.46,2.73,4.82,420,cluster4
0.066,1.33,2.33,5.44,1253,cluster4
0.094,1.35,2.39,5.34,1046,cluster4
0.2274,1.26,2.13,5.85,597,cluster3
0.2346,1.31,2.27,5.55,682,cluster3
0.4039,3.93,14.7,1.33,522,cluster2
0.0368,0.97,0.871,5.24,1602,cluster4
0.2015,2.18,5.39,2.86,581,cluster3
0.0948,0.96,0.84,5.22,987,cluster4
0.0141,0.82,0.477,4.75,1539,cluster4
0.2836,2.9,8.75,1.97,522,cluster3
0.1058,1.61,3.22,4.24,811,cluster4
0.1176,1.68,3.46,4.01,867,cluster4
0.1699,2.65,37.1,11,873,cluster3
0.2578,4.32,79.4,5.41,709,cluster3
0.2401,1.71,3.57,3.92,308,cluster3
0.2101,3.35,11.2,1.64,523,cluster3
0.2697,2.7,7.75,2.16,810,cluster3
0.262,2.67,7.61,2.2,503,cluster3
0.2447,1.88,4.19,3.47,492,cluster3
0.2149,2.16,5.31,2.9,298,cluster3
0.1132,1.14,1.55,5.75,433,cluster4
0.2668,1.99,4.62,3.22,478,cluster3
0.2495,2.76,8.05,2.1,493,cluster3
0.2829,1.36,2.42,5.29,349,cluster3
0.2,3.71,13.3,1.43,639,cluster3
0.364,3.13,9.96,1.78,473,cluster2
0.1614,1.96,4.5,3.28,391,cluster3
0.1715,2.03,4.78,3.14,451,cluster3
0.3094,3.82,14,1.38,390,cluster3
0.1694,1.86,4.12,3.52,619,cluster3
0.1803,1.66,3.39,4.07,564,cluster3
0.0548,1,0.972,5.34,1023,cluster4
0.1939,1.77,3.78,3.75,668,cluster3
0.1942,1.55,3.02,4.46,585,cluster3
0.2388,3.3,10.9,1.67,411,cluster3
0.0817,1.73,3.64,3.86,1093,cluster4
0.0466,1.15,1.6,5.78,1448,cluster4
0.1466,2.8,8.25,2.07,551,cluster3
0.113,1.53,2.96,4.54,953,cluster4
0.216,2.43,6.48,2.48,689,cluster3
0.116,1.07,1.24,5.56,574,cluster4
0.0453,1.41,2.57,5.04,1238,cluster4
0.2322,1.9,4.27,3.42,613,cluster3
0.116,1.19,1.81,5.9,783,cluster4
0.2108,2.16,5.31,2.9,561,cluster3
0.373,2.92,8.85,1.95,441,cluster2
0.0932,1.67,3.43,4.05,860,cluster4
0.0911,1.18,1.76,5.89,674,cluster4
0.1681,1.73,3.64,3.86,598,cluster3
0.1173,1.83,4.01,3.6,746,cluster4
0.028,1.8,3.89,3.67,1284,cluster4
0.05,3.6,12.6,1.48,957,cluster4
0.2607,8.68,56.3,0.473,413,cluster3
0.1525,1.67,3.43,4.05,721,cluster4
0.059,1.23,2.04,6.02,797,cluster4
0.1016,1.01,1.01,5.39,678,cluster4
0.0958,1.52,2.92,4.57,1131,cluster4
