pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_eqt,cluster
0.197,5.02,48.6,2.13,651,cluster3
0.633,3.87,17,1.6,243,cluster3
0.02591,14.68,778.65,1.35,1570,cluster4
0.0463,1.868,9.7,8.2,1105,cluster1
0.0949,3.047,12.75,2.5,772,cluster2
0.3506,2.744,10.07,2.7,401,cluster2
0.042717,1.639,5.08,6.4,2025,cluster1
0.849,2.38,36,14.7,262,cluster3
0.0456,4.002,24.472,1.91,1650,cluster2
0.08,13.11,699.2,1.68,1620,cluster6
0.03101,14.46,177.98,0.33,1790,cluster7
0.0375,2.401,25.6,10.3,1138,cluster2
0.0739,4.421,26.4,1.7,838,cluster2
0.279,3.319,15.2,2.3,410,cluster2
0.02897,15.031,299.07803,0.52,1850,cluster7
0.03585,13.361,189.101,0.459,1605,cluster7
0.0464,10.962,79.45,0.27,1070,cluster7
0.0414,12.22,108.06,0.26,1300,cluster7
0.091,13.79,92.17,0.16,1100,cluster8
0.0433,12.11,403.63,1.02,1070,cluster4
0.046,13.664,1026.5909,5,1620,cluster6
0.0679,16.25,896.24,1.13,1776,cluster6
0.1143,12.67,908.96,2.4,1000,cluster6
0.0948,22.31,266.97,0.131,1729,cluster7
0.0446,12.22,317.82,0.93,1544,cluster4
0.03,10.76,160.497,0.8,1000,cluster4
0.1968,9.057,1907,14,543,cluster3
0.0538,15.984,670.93913,0.4,1750,cluster4
0.2514,7.1,2.1,0.03,543,cluster3
0.384,9,4,0.03,439,cluster3
0.509,9.7,7.6,0.046,381,cluster3
0.4669,2.215,10.6,5.4,380,cluster3
0.4988,8.373,308.2951,2.9,388,cluster3
0.04852,14.617,212.31044,0.4,1460,cluster7
0.06067,18.181,140.16303,0.14,1630,cluster7
0.0781,10.76,200.22,0.88,1078,cluster8
0.0818,11.77,3209.9,11,767,cluster6
0.0274,15.244,638.8383,1.1,2140,cluster4
0.04501,10.761,136.661,0.603,1440,cluster7
0.0474,15.872,187.5197,0.27,1680,cluster7
0.481,13.49,324.2,0.729,478,cluster3
0.676,6.14,6.4,0.152,403,cluster3
0.0731,15.323,257.4423,0.4,2040,cluster7
0.02091,1.39,4.6,9.6,965,cluster1
0.02282,0.8,1.01,12.7,610,cluster1
0.0317,1.35,2.42,5.4,517,cluster1
0.0506,1.57,2.31,3.3,409,cluster1
0.0957,1.635,6.38,8.04,379,cluster1
0.02734,1.169,1.76,6.07,709,cluster1
0.01848,1.242,2.33,6.67,595,cluster1
0.0417,4.7,30.8,1.7,700,cluster2
0.03807,1.38,2.2,4.4,433,cluster1
0.01211,1.332,2.62,6.1,892,cluster1
0.07673,2.3,8.6,3.9,353,cluster2
0.01679,4.72,29.32,1.536,1978,cluster2
0.043,16.814,1175.971,1.5,2570,cluster6
0.0326,14.908,258.07796,0.42,790,cluster7
0.0143,13.507,687.14846,1.43,1332,cluster4
0.201,9.158,109.33352,0.78,435,cluster8
0.0757,11.747,66.10864,0.223,1257,cluster8
0.0549,12.801,1538.2972,4.02,1605,cluster6
0.0403,4.977,29.24036,1.395,1143,cluster2
0.0441,12.33,238.68913,0.74,1146,cluster4
0.0523,14.572,211.99155,0.38,1177,cluster7
0.0391,13.899,242.8209,0.5,1457,cluster7
0.0448,13.563,129.99182,0.28,1381,cluster7
0.063,17.878,235.1942,0.226,1468,cluster7
0.019,3.18,20.6,3.45,1650,cluster2
0.01677,14.863,425.57437,0.711,1284,cluster4
0.035,12.218,295.5819,0.89,1345,cluster4
0.058,11.994,921.707,2.93,1448,cluster6
0.03035,13.45,375.02,0.85,2013,cluster4
0.02383,15.278,441.77,0.68,2212,cluster4
0.02332,12.812,411.27202,1.076,1418,cluster4
0.0286,17.295,233.92288,0.248,1955,cluster7
0.02153,14.056,792.635,1.573,1344,cluster4
0.03783,12.285,1369.8473,4,1681,cluster6
0.02803,12.722,1938.763,5.1,1385,cluster6
0.04127,12.408,1373.0256,3.95,1415,cluster6
0.0352,19.055,597.5204,0.502,2053,cluster4
0.0474,14.404,117.91493,0.216,1457,cluster7
0.0234,11.31,378.2177,1.43,1134,cluster4
0.1207,12.52,617.22586,1.847,974,cluster3
0.07098,16.814,309.56642,0.38,637,cluster7
0.1288,3.65,15.4,1.74,330,cluster2
0.03826,1.694,5.9,6.7,775,cluster1
0.05186,2.726,9.5,2.57,1037,cluster2
0.0814,2.759,6.63,1.73,828,cluster2
0.137,2.93,13.6,2.98,638,cluster2
0.026,3.42,22.4,3.08,1395,cluster2
0.0626,15.648,753.2571,1.08,1679,cluster4
0.0903,11.882,270.47333,0.88,918,cluster8
0.07037,14.067,797.7533,1.68,1404,cluster6
0.03138,14.415,375.0394,0.686,1588,cluster4
0.06864,13.888,314.6517,0.64,1619,cluster7
0.058,16.69,387.7526,0.49,1669,cluster7
0.03524,12.173,251.40353,0.76,1715,cluster4
0.0914,10.817,1722.6386,7.53,1198,cluster6
0.0391,5.05,26.78,1.14,767,cluster2
0.02607,1.152,1.5,5.4,1040,cluster1
0.037,1.669,4.77,5.62,873,cluster1
0.0592,2.572,3.01,0.976,690,cluster2
0.0783,2.207,3.86,1.98,600,cluster2
0.1039,2.287,7.72,3.6,521,cluster2
0.1275,2.87,3.94,0.915,470,cluster2
0.1587,12.89,209.7678,0.54,362,cluster8
0.2069,11.29,200,0.76,497,cluster8
0.1293,7.69,30,0.34,628,cluster8
0.08911,3.03,13.8,2.73,805,cluster2
0.1528,7.163,43.86032,0.65,1027,cluster8
0.0345,2.77,8.8,2.28,531,cluster2
0.056,2.68,7.17,2.05,981,cluster2
0.1189,5.09,16.42,0.685,674,cluster2
0.1174,2.32,3,1.3,750,cluster2
0.02734,11.433,464.98529,1.7,1714,cluster4
0.0486,11.882,2011.8639,6.58,1586,cluster6
0.06608,19.851,279.6904,0.195,1749,cluster7
0.06,2.28,9.79,4.51,1038,cluster2
0.1011,2.63,9.32,2.82,800,cluster2
0.0652,1.85,4,3.4,514,cluster1
0.1,2.02,5.3,3.5,415,cluster2
0.02177,2.926,18.467,4.03,1253,cluster2
0.04666,13.126,211.99261,0.515,1192,cluster7
0.04963,9.55,55.30242,0.35,1526,cluster7
0.01111,1.086,0.85,3.6,400,cluster1
0.01521,1.056,1.38,6.45,342,cluster1
0.02144,0.772,0.41,4.9,288,cluster1
0.02817,0.918,0.62,4.4,251,cluster1
0.0371,1.045,0.68,3.3,219,cluster1
0.0451,1.127,1.34,5.2,199,cluster1
0.02459,13.384,568.9157,1.31,1480,cluster4
0.03781,12.106,1001.12,4.14,1370,cluster6
0.01985,17.127,473.547,0.55,2508,cluster4
0.02918,12.745,404.263,1.074,1516,cluster4
0.075,10.761,572.094,2.65,900,cluster6
0.05885,15.793,150.96925,0.228,1496,cluster7
0.02851,15.009,562.24127,0.97,2043,cluster4
0.05453,16.141,163.36462,0.233,1729,cluster7
0.0363,15.693,390.9309,0.7,1600,cluster4
0.0232,21.712,465.62095,0.267,2593,cluster7
0.0514,16.511,1541.4755,2,1880,cluster6
0.02544,20.905,375.99289,0.243,2358,cluster7
0.04263,14.773,285.72917,0.521,1520,cluster7
0.0449,13.899,190.698,0.43,1400,cluster7
0.0628,10.424,317.83,1.6,1100,cluster4
0.1012,9.976,390.9309,2.34,833,cluster6
0.0607,13.675,85.8141,0.2,1460,cluster7
0.067,9.752,130.3103,0.84,763,cluster8
0.0345,13.563,368.6828,0.88,1790,cluster4
0.0661,15.468,479.9233,0.773,1742,cluster4
0.0494,12.218,387.7526,1.2,1590,cluster4
0.062,8.967,37.18611,0.31,910,cluster8
0.0323,16.141,775.5052,1.1,1320,cluster4
0.0469,13.563,854.9627,1.98,1540,cluster6
0.0347,17.15,266.9772,0.31,2000,cluster7
0.0316,9.528,139.8452,0.95,1260,cluster8
0.0261,10.088,282.8687,1.6,1200,cluster4
0.0549,12.498,87.40325,0.263,1404,cluster7
0.0845,8.093,92.48853,0.96,940,cluster8
0.0694,11.994,2688.8418,8.54,1460,cluster6
0.055,12.666,98.5273,0.29,1290,cluster7
0.048,17.374,123.9537,0.15,1700,cluster7
0.0453,5.717,40.68224,1.3,970,cluster8
0.0517,11.994,886.7457,3.1,1590,cluster6
0.0538,15.468,174.8065,0.28,1850,cluster7
0.0452,12.218,88.35674,0.284,1119,cluster7
0.0673,12.812,791.3967,2.2,1557,cluster6
0.0871,11.209,1652.716,6.9,910,cluster6
0.0266,13.473,594.3421,1.42,1638,cluster4
0.02818,12.644,676.9779,1.96,1610,cluster4
0.04823,14.123,209.13214,0.44,1624,cluster7
0.0641,7.062,32.10083,0.54,1270,cluster8
0.0519,16.814,133.4886,0.16,1340,cluster7
0.0681,14.617,178.30263,0.33,1604,cluster7
0.0337,12.285,508.528,1.6,1422,cluster4
0.0504,10.985,344.52772,1.5,1642,cluster4
0.0694,17.598,149.3801,0.16,1740,cluster7
0.0248,13.451,1172.7927,2.84,1880,cluster6
0.04403,13.54,314.6517,0.74,1571,cluster4
0.0535,16.87,271.74465,0.31,1721,cluster7
0.03957,17.71,161.45764,0.172,1142,cluster7
0.0558,20.288,527.5978,0.37,2470,cluster7
0.048,13.899,286.047,0.61,1540,cluster7
0.05427,13.271,95.03117,0.237,1186,cluster7
0.0451,9.528,47.03884,0.318,1479,cluster7
0.04632,16.477,159.55066,0.21,1111,cluster7
0.0627,14.908,181.1631,0.32,1480,cluster7
0.0904,14.011,311.4734,0.66,1160,cluster7
0.01634,15.603,339.76027,0.492,2520,cluster7
0.0408,13.787,731.009,1.62,1620,cluster4
0.03144,12.117,295.89973,0.914,1311,cluster4
0.06,16.388,98.841,0.132,1379,cluster7
0.04469,13.597,288.26,0.676,1468,cluster7
0.0239,17.856,665.21819,0.689,2782,cluster4
0.02677,14.874,750.39663,1.26,1733,cluster4
0.0561,12.576,167.49641,0.464,1021,cluster7
0.03453,12.33,276.5121,0.811,1337,cluster4
0.03963,10.604,306.38812,1.418,1153,cluster4
0.02335,13.159,607.0553,1.467,1636,cluster4
0.0267,12.184,502.15,1.64,1706,cluster4
0.0293,13.07,466.8287,1.325,1395,cluster4
0.0272,14.24,146.2,0.29,1315,cluster7
0.04101,12.038,677.61356,2.28,1053,cluster6
0.03769,11.769,204.68252,0.693,1338,cluster4
0.0697,8.687,274.276,2.4,670,cluster6
0.02648,14.247,403.945,0.823,1689,cluster4
0.0334,12.464,492.62,1.5,1480,cluster4
0.0617,14.908,305.1168,0.55,1487,cluster7
0.04853,13.047,187.512,0.499,1387,cluster7
0.0375,14.235,340.06,0.69,1710,cluster4
0.033,20.512,292.4036,0.201,2160,cluster7
0.0344,11.198,170.99254,0.717,825,cluster4
0.03908,16.018,231.69807,0.332,1623,cluster7
0.059,11.657,95.349,0.35,1120,cluster7
0.0771,10.559,220.565,1.104,797,cluster8
0.039,13.899,402.05495,0.88,1452,cluster4
0.0427,11.657,1875.197,7,1120,cluster6
0.0562,18.271,200.2329,0.193,1840,cluster7
0.037,11.545,425.8922,1.59,1160,cluster4
0.0348,16.376,255.85315,0.346,1871,cluster7
0.04211,17.901,467.2101,0.479,1942,cluster7
0.0453,13.45,152.55,0.37,1285,cluster7
0.03762,12.823,293.03926,0.764,1171,cluster4
0.047,16.7,1274.44,1.61,1500,cluster6
0.01855,15.278,355.9696,0.54,2000,cluster4
0.0282,11.561,188.15536,0.72,2198,cluster4
0.0234,12.993,232.33373,0.62,2470,cluster4
0.0515,12.78,378.2,1.06,1230,cluster4
0.0815,23.203,1398.452,0.62,1577,cluster6
0.04421,15.39,225.34147,0.34,1743,cluster7
0.06839,2.042,4.82,2.97,1170,cluster1
