pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
HATS-4 b,HATS-4,1,1,1,0,Transit,2014,2014-08,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,2.516729,0.0362,11.433,1.02,420.471,1.323,Mass,1.55,0.013,,1315,88.5,0,8.43,0.1132,,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,G,5403,0.93,1,0.43,[Fe/H],-0.187,4.51,2.1,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m26.90s,94.1120914,-22d32m48.78s,-22.5468824,416.459,13.516,11.612,13.2862,02/07/2014,2014-08,02/07/2014
HATS-40 b,HATS-40,1,1,1,0,Transit,2018,2018-07,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,3.2642736,0.04997,17.71,1.58,505.3497,1.59,Mass,0.49,0.312,,2101,85.8,0,4.74,0.0716,,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6460,2.26,1.56,0.01,[Fe/H],0.903,3.92,2.07,0.189,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h42m17.10s,100.5712467,-29d46m36.41s,-29.77678,1342.29,13.478,12.147,13.2842,09/04/2018,2018-07,12/04/2018
HATS-41 b,HATS-41,1,1,1,0,Transit,2018,2018-07,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,4.193649,0.0583,14.908,1.33,3082.951,9.7,Mass,5.1,0.38,,1710,80.4,0,7.31,0.0798,,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6424,1.71,1.5,0.47,[Fe/H],0.653,4.14,1.34,0.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h54m04.17s,103.5173558,-27d03m01.50s,-27.0504156,737.668,12.678,11.498,12.5892,09/04/2018,2018-07,12/04/2018
HATS-42 b,HATS-42,1,1,1,0,Transit,2018,2018-07,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,2.292102,0.03689,15.693,1.4,597.5204,1.88,Mass,0.83,0.229,,1856,85.1,0,5.36,0.0976,,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6060,1.48,1.27,0.22,[Fe/H],0.425,4.2,3.26,0.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h13m48.58s,108.4523991,-33d26m14.45s,-33.4373462,800.377,13.682,12.245,13.5627,09/04/2018,2018-07,12/04/2018
HATS-43 b,HATS-43,1,1,1,0,Transit,2018,2018-03,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,4.3888497,0.04944,13.227,1.18,82.95363,0.261,Mass,0.191,0.173,,1003,89.24,0,13.04,0.1492,,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,5099,0.81,0.84,0.05,[Fe/H],-0.398,4.54,8.6,2.18,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h22m09.18s,80.5382418,-30d58m14.94s,-30.9708179,362.273,13.562,11.556,13.4014,22/05/2018,2018-03,24/05/2018
HATS-44 b,HATS-44,1,1,1,0,Transit,2018,2018-03,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,2.7439004,0.03649,11.96,1.067,177.9848,0.56,Mass,0.56,0.279,,1161,84.65,0,9.24,0.129,,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,5080,0.85,0.86,0.32,[Fe/H],-0.398,4.51,9.7,1.98,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m18.42s,84.3267559,-27d58m21.27s,-27.9725758,446.035,14.397,12.188,14.1595,22/05/2018,2018-03,24/05/2018
HATS-45 b,HATS-45,1,1,1,0,Transit,2018,2018-03,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,4.1876244,0.05511,14.415,1.286,222.481,0.7,Mass,0.41,0.24,,1518,85.61,0,9.02,0.1004,,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,6450,1.31,1.27,0.02,[Fe/H],0.425,4.3,1.52,0.79,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m58.62s,101.9942455,-21d54m38.56s,-21.9107112,772.11,13.325,12.137,13.2385,22/05/2018,2018-03,24/05/2018
HATS-46 b,HATS-46,1,1,1,0,Transit,2018,2018-03,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,4.7423729,0.05367,10.122,0.903,54.98459,0.173,Mass,0.28,0.559,,1054,87.32,0,13.55,0.1088,,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,,5495,0.85,0.92,-0.06,[Fe/H],-0.23,4.54,3,2.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h26m48.63s,6.7026401,-56d18m57.97s,-56.3161021,453.808,13.783,11.965,13.527,22/05/2018,2018-03,24/05/2018
HATS-47 b,HATS-47,1,1,1,0,Transit,2020,2020-04,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,3.9228038,0.04269,12.52,1.117,117.27927,0.369,Mass,0.331,0.088,87.73,853,87.08,0,13.98,0.1746,,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,,4512,0.66,0.67,-0.113,[Fe/H],-0.796,4.63,8.1,3.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m56.26s,287.4844021,-49d39m53.79s,-49.6649424,300.67,14.602,11.926,14.3998,21/02/2020,2020-04,27/02/2020
HATS-48 A b,HATS-48 A,1,2,1,0,Transit,2020,2020-04,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,3.1316666,0.03769,8.967,0.8,77.23269,0.243,Mass,0.589,0.162,137.6,955,89.58,0,11.33,0.1148,,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,,4546,0.72,0.73,0.186,[Fe/H],-0.709,4.59,11.97,2.804,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m41.28s,288.6720048,-59d34m45.66s,-59.5793505,263.609,14.226,11.427,13.8951,21/02/2020,2020-04,27/02/2020
HATS-49 b,HATS-49,1,1,1,0,Transit,2020,2020-04,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,4.1480467,0.04515,8.575,0.765,112.19399,0.353,Mass,0.986,0.071,80.45,835,88.27,0,13.91,0.1127,,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,,4405,0.7,0.71,0.208,[Fe/H],-0.785,4.6,10.5,2.961,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h26m27.26s,6.6135927,-56d20m39.41s,-56.3442798,324.413,14.988,11.938,14.5449,21/02/2020,2020-04,27/02/2020
HATS-5 b,HATS-5,1,1,1,0,Transit,2014,2014-06,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=ZHOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..144Z/abstract target=ref> Zhou et al. 2014 </a>,4.763387,0.0542,10.223,0.912,75.323,0.237,Mass,0.39,0.019,,1025,89.3,0,13.38,0.1076,,<a refstr=ZHOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..144Z/abstract target=ref> Zhou et al. 2014 </a>,G,5304,0.87,0.94,0.19,[Fe/H],-0.268,4.53,3.6,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.384,12.598,10.703,12.4288,14/05/2014,2014-06,14/05/2014
HATS-51 b,HATS-51,1,1,1,0,Transit,2017,2018-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HENNING_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...79H/abstract target=ref>Henning et al. 2018</a>,3.3488702,0.04639,15.805,1.41,244.09344,0.768,Mass,0.34,0.33,,1553,87.1,0,6.94,0.101,,<a refstr=HENNING_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...79H/abstract target=ref>Henning et al. 2018</a>,,5758,1.44,1.19,,,0.31,4.2,4.74,0.56,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.57,12.525,10.867,12.3293,03/01/2018,2018-02,05/01/2018
HATS-52 b,HATS-52,1,1,1,0,Transit,2017,2018-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HENNING_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...79H/abstract target=ref>Henning et al. 2018</a>,1.36665436,0.02498,15.491,1.382,711.9392,2.24,Mass,1.06,0.246,,1834,84.7,0,5.14,0.1352,,<a refstr=HENNING_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...79H/abstract target=ref>Henning et al. 2018</a>,,6010,1.05,1.11,,,0.068,4.45,1.2,1.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h20m21.02s,140.0875894,-31d16m09.16s,-31.2692116,555.134,13.844,12.114,13.6269,03/01/2018,2018-02,05/01/2018
HATS-53 b,HATS-53,1,1,1,0,Transit,2017,2018-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HENNING_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...79H/abstract target=ref>Henning et al. 2018</a>,3.8537768,0.04753,15.02,1.34,189.10885,0.595,Mass,0.303,0.33,,1312,88.78,0,9.3,0.125,,<a refstr=HENNING_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...79H/abstract target=ref>Henning et al. 2018</a>,,5644,1.1,0.96,,,0.045,4.34,9,1.027,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m30.80s,176.628323,-33d51m36.28s,-33.8600764,585.77,13.944,12.046,13.6564,03/01/2018,2018-02,05/01/2018
HATS-54 b,HATS-54,1,1,1,0,Transit,2019,2019-08,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,2.5441828,0.03763,11.96,1.067,241.5508,0.76,Mass,0.77,0.126,,1625,83.08,0,6.15,0.0832,,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,,5702,1.32,1.1,0.396,[Fe/H],0.212,4.24,6.6,0.678,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.585,13.937,12.17,13.7762,09/08/2019,2019-08,15/08/2019
HATS-55 b,HATS-55,1,1,1,0,Transit,2019,2019-08,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,4.2042001,0.05412,14.022,1.251,292.72143,0.921,Mass,0.587,0.092,,1367,86.32,0,10.33,0.1141,,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,,6214,1.13,1.2,0.108,[Fe/H],0.229,4.41,0.4,1.179,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188,609.838,13.525,12.02,13.3498,09/08/2019,2019-08,15/08/2019
HATS-56 b,HATS-56,1,1,1,0,Transit,2019,2019-08,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,4.324799,0.06043,18.921,1.688,191.33366,0.602,Mass,0.155,0.019,,1902,83.29,0,5.902,0.0789,,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,,6536,2.2,1.57,0.19,[Fe/H],0.898,3.95,1.894,0.2079,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h00m39.62s,180.165072,-45d47m58.04s,-45.7994559,564.409,11.477,10.251,11.4877,09/08/2019,2019-08,15/08/2019
HATS-57 b,HATS-57,1,1,1,0,Transit,2019,2019-08,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,2.350621,0.03493,12.767,1.139,1000.21101,3.147,Mass,2.65,0.028,,1413,87.88,0,7.82,0.1218,,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,,5587,0.96,1.03,0.268,[Fe/H],-0.094,4.48,2.5,1.633,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.485,12.333,10.707,12.1816,09/08/2019,2019-08,15/08/2019
HATS-58 A b,HATS-58 A,1,2,1,0,Transit,2019,2019-08,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,4.2180896,0.05798,12.274,1.095,327.3649,1.03,Mass,0.96,0.168,,1721,85.69,0,8.71,0.0786,,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,,7175,1.43,1.46,,,0.689,4.29,0.31,0.702,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m08.95s,186.7873036,-48d58m42.28s,-48.9784105,403.591,11.572,10.289,11.7679,09/08/2019,2019-08,15/08/2019
HATS-59 b,HATS-59,1,1,2,0,Transit,2018,2018-11,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>,5.416081,0.06112,12.621,1.126,256.17098,0.806,Mass,0.7,0.129,269,1128,88.1,0,12.66,0.1116,,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>,,5670,1.04,1.04,0.18,[Fe/H],-0.004,4.42,4.3,1.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m17.84s,170.324325,-22d23m17.44s,-22.388177,642.884,14.033,12.238,13.7854,03/12/2018,2018-11,06/12/2018
HATS-6 b,HATS-6,1,1,1,0,Transit,2015,2015-05,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..166H/abstract target=ref>Hartman et al. 2015</a>,3.3252725,0.03623,11.187,0.998,101.38777,0.319,Mass,0.399,0,,713,88.21,0,13.65,0.17978,,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..166H/abstract target=ref>Hartman et al. 2015</a>,M1 V,3724,0.57,0.57,0.2,[Fe/H],,4.68,8.1,4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.318,15.044,11.224,14.3601,14/05/2015,2015-05,14/05/2015
HATS-60 b,HATS-60,1,1,1,0,Transit,2018,2019-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,3.560829,0.04708,12.924,1.153,210.40346,0.662,Mass,0.537,0.191,903.9,1528,86.28,0,6.93,0.0811,,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,5688,1.46,1.1,0.335,[Fe/H],0.3,4.15,7.55,0.496,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.474,12.662,10.988,12.5004,15/01/2019,2019-02,17/01/2019
HATS-61 b,HATS-61,1,1,1,0,Transit,2018,2019-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,7.817953,0.07908,13.395,1.195,1080.622,3.4,Mass,2.47,0.092,374.2,1226,87.15,0,10.23,0.0738,,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,5542,1.66,1.08,0.247,[Fe/H],0.369,4.03,8.9,0.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.761,13.352,11.478,13.0682,15/01/2019,2019-02,17/01/2019
HATS-62 b,HATS-62,1,1,1,0,Transit,2018,2019-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,3.2768837,0.04163,11.825,1.055,56.89157,0.179,Mass,0.076,0.298,387.4,1237,87.92,0,9.59,0.1159,,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,5416,0.93,0.9,0.133,[Fe/H],-0.173,4.45,9.55,1.556,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m47.83s,312.4493079,-24d18m12.62s,-24.303506,523.067,14.171,12.109,13.8321,15/01/2019,2019-02,17/01/2019
HATS-63 b,HATS-63,1,1,1,0,Transit,2018,2019-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,3.0566527,0.04026,13.529,1.207,305.1168,0.96,Mass,0.67,0.136,634.1,1398,84.86,0,8.09,0.1159,,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,5627,1.07,0.93,0.081,[Fe/H],0.012,4.35,10.3,1.071,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m40.46s,67.418582,-28d11m49.97s,-28.1972149,623.232,13.992,12.216,13.7213,15/01/2019,2019-02,17/01/2019
HATS-64 b,HATS-64,1,1,1,0,Transit,2018,2019-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,4.908897,0.06562,18.82,1.679,305.1168,0.96,Mass,0.245,0.151,1711,1793,87.24,0,6.68,0.0817,,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,6554,2.11,1.56,0.22,[Fe/H],0.867,3.98,1.861,0.234,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h37m09.03s,144.2876092,-29d48m01.60s,-29.800444,1080.15,13.045,11.705,12.839,15/01/2019,2019-02,17/01/2019
HATS-65 b,HATS-65,1,2,1,0,Transit,2018,2019-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,3.105161,0.04497,16.825,1.501,260.93843,0.821,Mass,0.3,0.062,1178,1634,84.82,0,7.38,0.1181,,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,6277,1.31,1.26,0.199,[Fe/H],0.377,4.3,1.78,0.788,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m45.55s,292.9397825,-26d44m24.73s,-26.7402021,493.32,12.679,11.095,12.3793,15/01/2019,2019-02,17/01/2019
HATS-66 b,HATS-66,1,1,1,0,Transit,2018,2019-02,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,3.1414391,0.04714,15.816,1.411,1694.0339,5.33,Mass,2.34,0.064,2637,1998,87.06,0,5.5,0.0787,,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,6626,1.84,1.41,-0.017,[Fe/H],0.767,4.06,2.17,0.318,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m34.75s,101.3948048,-33d52m54.09s,-33.8816918,1477.98,14.283,12.761,14.0086,15/01/2019,2019-02,17/01/2019
