pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_eqt,cluster
0.0659,0.97,0.871,5.24,1183,cluster1
0.078,1.2,1.87,5.95,983,cluster1
0.0252,1.46,2.73,4.82,1664,cluster1
0.1186,4.08,15.6,1.26,879,cluster8
0.0389,0.65,0.208,4.16,1287,cluster1
0.1478,2.77,8.1,2.09,500,cluster4
0.036,1.62,3.26,4.21,1326,cluster1
0.1861,1.16,1.65,5.81,629,cluster1
0.1725,11,84.2,0.348,459,cluster3
0.0684,1.548,3.01,4.46,768,cluster1
0.432,1.17,1.71,5.87,177,cluster8
0.0914,1.42,2.6,4.99,870,cluster1
0.0479,7.062,22.2481,0.4,1001,cluster3
0.1268,2.39,8.11,3.23,642,cluster2
0.0615,2.19,5.43,2.84,688,cluster2
0.0403,1.35,2.39,5.34,436,cluster1
0.076,2.36,6.17,2.58,809,cluster2
0.0345,13.563,368.6828,0.88,1790,cluster7
0.01055,1.423,1.59,3,2480,cluster1
0.05511,14.415,222.481,0.41,1518,cluster7
0.06,2.28,9.79,4.51,1038,cluster8
0.2671,2.85,8.5,2.02,503,cluster4
0.2327,3.73,13.4,1.42,685,cluster8
0.03769,11.769,204.68252,0.693,1338,cluster7
0.1268,2.39,8.11,3.23,642,cluster2
0.2642,2.8,16.3,4.08,489,cluster8
0.063,1.84,4.04,3.56,793,cluster2
0.094,1.67,3.43,4.05,812,cluster1
0.0457,1.12,1.46,5.71,936,cluster1
0.04497,16.825,260.93843,0.3,1634,cluster7
0.0662,1.3,2.24,5.6,1109,cluster1
0.01544,1.875,7.99,6.66,1958,cluster8
0.0317,1.35,2.42,5.4,517,cluster1
0.1367,3.083,9.71,1.82,636,cluster4
0.066,3.19,10.3,1.74,1025,cluster4
0.0494,12.218,387.7526,1.2,1590,cluster7
0.113,3.2,10.3,1.73,955,cluster4
0.056,1.2,1.87,5.95,579,cluster1
0.0378,1.91,4.31,3.4,991,cluster2
0.0925,13.7,365.49,0.781,720,cluster6
0.323,2.11,5.1,2.98,733,cluster2
0.0893,2.73,7.9,2.13,483,cluster4
0.1078,1.67,3.43,4.05,665,cluster1
0.1087,2.69,7.7,2.17,806,cluster4
0.0533,1.62,3.26,4.21,1537,cluster1
0.0519,18.719,270.1555,0.13,1716,cluster7
0.059,1,0.972,5.34,1125,cluster1
0.2341,2.57,7.13,2.31,626,cluster4
0.0484,1.44,2.67,4.91,1043,cluster1
0.052,1.69,3.5,3.98,644,cluster1
0.04217,11.545,117.5971,0.326,1184,cluster7
0.1949,1.13,2.23,9.95,475,cluster5
0.05073,1.906,19.0698,17.5,1184,cluster5
0.1229,1.55,3.02,4.46,580,cluster1
0.0389,0.65,0.208,4.16,1287,cluster1
0.227,2.6,27.7,8.66,618,cluster5
0.849,2.38,36,14.7,262,cluster8
0.072,2.32,5.99,2.64,716,cluster2
0.1441,2.41,6.39,2.51,437,cluster2
0.0491,1.37,2.45,5.24,1177,cluster1
0.03,1.13,1.51,5.75,687,cluster1
0.3907,4.13,16,1.25,391,cluster8
0.573,2.85,8.5,2.02,378,cluster4
0.11,1.79,3.86,3.7,848,cluster2
0.0519,18.719,270.1555,0.13,1716,cluster7
0.155,1.58,3.12,4.35,513,cluster1
0.0494,2.54,6.99,2.34,416,cluster4
0.0494,12.218,387.7526,1.2,1590,cluster7
0.0473,11.422,174.799,0.65,1019,cluster7
0.319,2.59,7.22,2.28,476,cluster4
0.401,2.51,6.85,2.38,204,cluster4
0.051,1.03,1.08,5.43,1324,cluster1
0.761,7.3,42,0.593,333,cluster8
0.323,2.11,5.1,2.98,733,cluster2
0.4126,1.73,3.64,3.86,374,cluster8
0.189,3.12,9.91,1.79,544,cluster4
0.2234,3.94,14.7,1.32,560,cluster8
0.232,2.25,5.69,2.74,516,cluster2
0.1447,2.12,5.14,2.96,843,cluster2
0.0521,15.805,851.7844,1.423,1624,cluster6
0.0585,1.29,2.21,5.66,934,cluster1
0.067,1.64,3.33,4.15,845,cluster1
0.0223,1.43,3.9,7.2,1224,cluster1
0.1348,1.84,4.04,3.56,778,cluster2
0.0436,16.03,740.51,0.99,1657,cluster6
0.0603,1.27,2.15,5.77,992,cluster1
0.094,3.1,19.6,3.62,852,cluster8
0.0611,3.16,10.1,1.76,1073,cluster4
0.2508,1.96,4.5,3.28,402,cluster2
0.078,9.76,68.7,0.406,2336,cluster3
0.2072,3.21,10.4,1.73,755,cluster4
0.1898,2.5,6.8,2.39,615,cluster4
0.0675,2.07,4.94,3.06,958,cluster2
0.033,1.02,1.04,5.39,1625,cluster1
0.0256,1.99,3.55,2.18,1592,cluster2
0.2401,1.71,3.57,3.92,308,cluster2
0.0417,4.7,30.8,1.7,700,cluster8
0.097,1.59,3.15,4.31,882,cluster1
0.287,3.19,11.1,1.88,431,cluster4
0.3006,1.4,2.54,5.09,212,cluster8
0.06356,4.71,16.6,0.87,1073,cluster8
0.11,1.66,3.39,4.07,901,cluster1
0.0719,4.19,16.3,1.22,888,cluster8
0.139,2.5,6.8,2.39,686,cluster4
0.0685,1.1,1.37,5.66,399,cluster1
0.05073,1.906,19.0698,17.5,1184,cluster5
0.3148,2.36,6.17,2.58,485,cluster2
0.0771,10.559,220.565,1.104,797,cluster6
0.0415,0.85,0.543,4.86,1423,cluster1
0.32,2.553,7.05,2.33,442,cluster4
0.0887,2.64,7.46,2.23,794,cluster4
0.2901,3.01,9.32,1.88,478,cluster4
0.10447,2.904,1.63,0.4,653,cluster8
0.0154,0.57,0.13,3.86,450,cluster1
0.0932,1.67,3.43,4.05,860,cluster1
0.0491,1.37,2.45,5.24,1177,cluster1
0.3076,3.125,9.93,1.79,465,cluster4
0.1693,2.36,6.17,2.58,600,cluster2
0.072,1.7,3.53,3.95,1086,cluster1
0.0817,1.73,3.64,3.86,1093,cluster1
0.0811,0.741,0.332,4.48,673,cluster1
0.067,1.21,1.92,5.96,1082,cluster1
0.0871,1.5,2.86,4.66,838,cluster1
0.08,2.75,8,2.11,611,cluster4
0.0827,2.13,5.18,2.95,1087,cluster2
0.9625,3.46,11.8,1.57,330,cluster8
0.084,1.52,4.14,5.7,1117,cluster1
0.0421,2.96,9.06,1.92,1507,cluster4
0.1271,2.32,5.99,2.64,795,cluster2
0.0959,4.34,17.4,1.17,923,cluster8
0.0578,12.11,85.81,0.15,1330,cluster3
0.0469,2.42,6.44,2.5,1147,cluster2
0.122,2.9,8.75,1.97,718,cluster4
0.035,1.09,1.32,5.6,554,cluster1
0.0361,1.52,2.92,4.57,1197,cluster1
0.057,1.57,3.09,4.39,1294,cluster1
0.045,1.46,2.73,4.82,1326,cluster1
0.052,12.63,363.1,0.993,1275,cluster7
0.2212,3.01,9.32,1.88,488,cluster4
0.166,1.12,1.46,5.71,288,cluster1
0.071,2.71,7.8,2.15,895,cluster4
0.163,1.27,0.6,1.6,559,cluster8
0.04469,13.597,288.26,0.676,1468,cluster7
0.1694,2.78,8.15,2.08,453,cluster4
0.0453,1.53,2.96,4.54,1270,cluster1
0.0804,7.14,40.4,0.61,1093,cluster3
0.134,2.53,6.94,2.35,1092,cluster4
0.1309,3.63,12.8,1.47,702,cluster8
0.0748,2.48,6.71,2.42,905,cluster4
0.1056,2.37,6.21,2.56,743,cluster2
0.0522,2.42,17.2,6.67,635,cluster8
0.06,1.65,3.36,4.11,1167,cluster1
0.02332,12.812,411.27202,1.076,1418,cluster7
0.1068,2.2,3.64,1.74,739,cluster2
0.0576,1,0.972,5.34,427,cluster1
0.0768,2.7,7.75,2.16,790,cluster4
0.1277,3.61,12.7,1.48,706,cluster8
0.0449,1.23,2.04,6.02,903,cluster1
0.142,2.88,8.65,1.99,656,cluster4
0.0556,8.52,54.5,0.484,998,cluster3
0.01521,1.056,1.38,6.45,342,cluster1
0.096,2.81,8.3,2.06,625,cluster4
0.082,2.13,5.18,2.95,488,cluster2
0.1024,3.55,12.3,1.51,1163,cluster8
0.0532,1.91,4.31,3.4,565,cluster2
0.0518,1.31,2.27,5.55,1000,cluster1
0.04,1.54,2.99,4.5,1202,cluster1
0.11,2.32,5.99,2.64,752,cluster2
0.13,2.7,7.75,2.16,328,cluster4
0.0753,2.72,7.85,2.14,792,cluster4
0.0493,9.03,60.2,0.449,1124,cluster3
0.373,2.92,8.85,1.95,441,cluster4
0.04178,0.403,0.0374,3.14,938,cluster1
0.197,5.02,48.6,2.13,651,cluster8
0.0887,2.64,7.46,2.23,794,cluster4
0.1466,2.8,8.25,2.07,551,cluster4
0.1241,8.4,53.2,0.493,871,cluster3
0.2881,2.35,6.12,2.59,384,cluster2
0.02818,12.644,676.9779,1.96,1610,cluster6
0.0129,5.77,28.1,0.804,1437,cluster8
0.0798,3.04,9.48,1.85,396,cluster4
0.05475,14.022,207.54299,0.411,1212,cluster7
0.0135,0.87,0.59,4.92,1874,cluster1
0.232,2.11,5.1,2.98,265,cluster2
0.2163,2.5,6.8,2.39,529,cluster4
0.04622,13.227,441.7837,0.94,2049,cluster7
0.06043,18.921,191.33366,0.155,1902,cluster7
0.027,1.59,3.15,4.31,1681,cluster1
0.055,1.93,4.38,3.35,1105,cluster2
0.0153,1.13,1.66,6.3,529,cluster1
0.0252,1.46,2.73,4.82,1664,cluster1
0.0772,3.06,9.59,1.84,748,cluster4
0.049,1.53,2.96,4.54,1287,cluster1
0.032,2.94,8.96,1.94,737,cluster4
0.05071,13.809,410.0007,0.856,1741,cluster7
0.04469,13.597,288.26,0.676,1468,cluster7
0.0525,2.1,5.06,3,817,cluster2
0.075,3.39,11.4,1.61,1290,cluster8
0.1172,6.98,16.4,0.27,720,cluster8
0.1542,3.75,13.5,1.41,749,cluster8
0.056,2.09,5.02,3.02,614,cluster2
0.121,1.872,17.92,15,500,cluster5
0.0417,4.7,30.8,1.7,700,cluster8
0.0917,11.433,514.8846,1.86,1140,cluster6
0.07,11.1,85.8141,0.345,900,cluster3
0.0116,1.46,2.73,4.82,1322,cluster1
0.051,0.74,0.33,4.47,529,cluster1
0.5135,8.86,71,0.56,412,cluster6
0.107,1.83,4.01,3.6,1008,cluster2
0.0182,1.5,2.86,4.66,648,cluster1
0.12781,1.212,0.64,2.1,338,cluster1
0.117,3.47,10.9,1.43,929,cluster8
0.0795,1.44,2.67,4.91,631,cluster1
0.242,1.86,4.12,3.52,229,cluster2
0.3344,1.98,4.58,3.24,1654,cluster2
0.0405,1.99,4.62,3.22,715,cluster2
0.259,2.47,6.66,2.43,465,cluster4
0.0698,2.53,6.94,2.35,666,cluster4
0.139,2.02,4.74,3.16,530,cluster2
0.1539,2.78,8.15,2.08,691,cluster4
0.2642,2.8,16.3,4.08,489,cluster8
0.4607,6.85,33,0.56,724,cluster8
0.2279,2.04,7.93,5.08,448,cluster8
0.02752,16.7,327.35,0.38,1898,cluster7
0.154,2.37,6.21,2.56,749,cluster2
0.0361,1.52,2.92,4.57,1197,cluster1
0.057,1.57,3.09,4.39,1294,cluster1
0.0434,0.99,0.937,5.31,1309,cluster1
0.0605,2.78,8.15,2.08,1312,cluster4
0.124,1.33,2.33,5.44,901,cluster1
0.04163,11.825,56.89157,0.076,1237,cluster7
0.1212,1.51,2.89,4.61,676,cluster1
0.137,2.93,13.6,2.98,638,cluster8
0.124,1.33,2.33,5.44,901,cluster1
0.105,1.96,4.5,3.28,763,cluster2
0.0529,4.83,20.8,1.01,1243,cluster8
0.3024,2.619,7.36,2.25,535,cluster4
0.1246,2.34,6.08,2.61,1079,cluster2
0.07,2.65,7.51,2.22,946,cluster4
0.0142,2.62,7.37,2.25,698,cluster4
0.1234,0.84,0.52,4.82,630,cluster1
0.0987,1.1,1.37,5.66,854,cluster1
0.0532,2.41,6.39,2.51,801,cluster2
0.09059,0.92,2.04,28,941,cluster5
0.0587,1.51,2.89,4.61,952,cluster1
0.039,0.73,0.315,4.45,892,cluster1
0.097,11.097,486.2799,1.96,1370,cluster6
0.1036,2.11,5.1,2.98,952,cluster2
0.0781,1.16,1.65,5.81,1048,cluster1
0.061,1.66,3.4,4.08,401,cluster1
0.2829,1.36,2.42,5.29,349,cluster8
0.0726,0.76,0.363,4.54,925,cluster1
0.4029,3.8,13.8,1.38,364,cluster8
0.04491,10.862,167.17858,0.7,1407,cluster7
0.1658,5.6,169.7,5.31,731,cluster6
0.04469,13.597,288.26,0.676,1468,cluster7
0.0647,4.02,15.2,1.29,1056,cluster8
0.0293,4.29,17,1.18,1346,cluster8
0.03784,4.51,18.5,1.11,939,cluster8
0.0165,1.19,1.81,5.9,1693,cluster1
0.0593,2.68,7.65,2.18,989,cluster4
0.0193,0.92,0.721,5.09,2124,cluster1
0.05512,15.917,908.9938,1.596,1790,cluster6
0.213,2.22,5.56,2.79,306,cluster2
0.1272,2.24,5.65,2.76,721,cluster2
0.1039,2.26,5.73,2.73,639,cluster2
0.031,1.29,2.21,5.66,1685,cluster1
0.1038,13.115,392.83788,0.957,1252,cluster6
0.0324,1.11,1.41,5.67,1737,cluster1
0.197,1.55,3.02,4.46,469,cluster1
0.215,5.31,24.4,0.896,513,cluster8
0.1134,2.72,7.86,2.15,584,cluster4
0.099,1.52,2.92,4.57,1009,cluster1
0.0702,1.99,4.62,3.22,831,cluster2
0.092,11.994,301.9385,0.962,1397,cluster6
0.02044,15.861,874.0325,1.2,2453,cluster6
0.1817,2.01,4.7,3.18,801,cluster2
0.0612,3.95,14.8,1.32,1103,cluster8
0.03,10.76,160.497,0.8,1000,cluster7
0.044,1.25,2.1,5.91,1131,cluster1
0.058,1.41,2.57,5.04,1141,cluster1
0.204,2.34,6.1,2.62,220,cluster2
0.0643,3.69,13.2,1.44,794,cluster8
0.0673,12.812,791.3967,2.2,1557,cluster6
0.0862,1.19,1.81,5.9,873,cluster1
0.0374,2.66,7.56,2.21,1406,cluster4
0.1728,2.25,5.69,2.74,649,cluster2
0.0662,1.18,1.76,5.89,934,cluster1
0.2327,2.12,5.14,2.96,484,cluster2
0.3076,3.125,9.93,1.79,465,cluster4
0.0455,18.159,209.7678,0.167,1675,cluster7
0.0478,18.383,279.6904,0.243,1823,cluster7
0.1406,3.26,10.7,1.7,543,cluster4
0.2548,2.43,6.48,2.48,348,cluster2
0.1255,3.68,13.1,1.44,727,cluster8
0.02996,12.016,230.10892,0.727,1028,cluster7
0.075,2.34,6.08,2.61,660,cluster2
0.0648,1.47,2.76,4.77,1064,cluster1
0.3506,2.744,10.07,2.7,401,cluster4
0.1422,1.96,4.5,3.28,298,cluster2
0.067,1.52,2.92,4.57,1111,cluster1
0.1681,1.73,3.64,3.86,598,cluster2
0.0464,1.55,3.02,4.46,1029,cluster1
0.0282,0.79,0.418,4.66,1246,cluster1
0.0274,2.9,8.75,1.97,1034,cluster4
0.1231,1.43,0.77,1.46,968,cluster8
0.071,2.48,6.71,2.42,1066,cluster4
0.0603,2.1,5.06,3,978,cluster2
0.029,1.59,3.15,4.31,931,cluster1
0.061,1.4,2.54,5.09,547,cluster1
0.1385,2.92,87.3,19.3,964,cluster5
0.2689,2.22,5.56,2.79,544,cluster2
0.081,1.59,3.15,4.31,559,cluster1
0.05524,14.011,451.3186,0.83,1630,cluster7
0.1247,2.15,5.27,2.91,526,cluster2
0.12,2.67,7.61,2.2,576,cluster4
0.089,2.3,5.9,2.66,610,cluster2
0.0283,1.11,1.41,5.67,520,cluster1
0.0492,2.06,4.9,3.08,537,cluster2
0.0781,1.16,1.65,5.81,1048,cluster1
0.0471,4.13,16,1.25,1151,cluster8
0.253,1.2,1.87,5.95,357,cluster1
0.1063,1.49,2.83,4.7,933,cluster1
0.0174,14.897,629.14449,1.1169,2069,cluster6
0.0205,1.22,1.98,5.99,1414,cluster1
0.028,1.69,3.5,3.98,822,cluster1
0.146,1.24,2.07,5.97,451,cluster1
0.0499,1.14,1.55,5.75,907,cluster1
0.048,11.77,889.9,3,1660,cluster6
0.0674,1.939,4.42,3.33,1326,cluster2
0.102,10.9,82.95,0.352,890,cluster3
0.5183,7.65,45.4,0.557,369,cluster8
0.198,2.21,5.52,2.81,743,cluster2
0.0641,3.36,11.2,1.62,1673,cluster8
0.06,16.388,98.841,0.132,1379,cluster7
0.058,1.51,2.89,4.61,429,cluster1
0.0418,1.567,3.08,4.4,1010,cluster1
0.047,1.43,2.63,4.94,1160,cluster1
0.0812,1.92,4.35,3.38,938,cluster2
0.0538,15.468,174.8065,0.28,1850,cluster7
0.1228,9.17,60.5,0.431,1012,cluster3
0.05524,14.011,451.3186,0.83,1630,cluster7
0.08551,2.78,5.12,1.26,431,cluster8
0.0593,2.68,7.65,2.18,989,cluster4
0.05885,15.793,150.96925,0.228,1496,cluster7
0.2,3.71,13.3,1.43,639,cluster8
0.069,2.63,7.41,2.24,876,cluster4
0.0415,1.7,3.53,3.95,1080,cluster1
0.1153,1.498,3.83,6.26,978,cluster1
0.04997,17.71,505.3497,0.49,2101,cluster7
0.0734,4.65,19.5,1.07,1060,cluster8
0.3877,3.05,9.53,1.85,448,cluster4
0.0264,2.08,4.98,3.04,1926,cluster2
0.1458,2.67,7.61,2.2,622,cluster4
0.028,1.8,3.89,3.67,1284,cluster2
0.2327,2.12,5.14,2.96,484,cluster2
0.0371,1.64,3.33,4.15,1484,cluster1
0.1242,2.64,7.46,2.23,611,cluster4
0.0219,1.32,2.3,5.5,750,cluster1
0.0562,18.271,200.2329,0.193,1840,cluster7
0.1254,3.68,13.1,1.44,603,cluster8
0.4679,2.22,5.56,2.79,429,cluster2
0.118,2.32,5.99,2.64,545,cluster2
0.721,8.18,50.9,0.511,426,cluster8
0.058,1.41,2.57,5.04,1141,cluster1
0.04117,10.581,241.5508,1.118,818,cluster7
0.0538,15.468,174.8065,0.28,1850,cluster7
0.184,4.21,16.5,1.22,540,cluster8
0.0684,1.75,3.71,3.8,1000,cluster1
0.0994,1.32,2.3,5.5,787,cluster1
0.0632,1.83,4.01,3.6,1111,cluster2
0.1778,3.96,14.9,1.32,565,cluster8
0.07,1.17,1.71,5.87,703,cluster1
0.076,1.22,1.98,5.99,800,cluster1
0.03,1.13,1.51,5.75,687,cluster1
0.065,2.23,5.6,2.77,1413,cluster2
0.152,2.26,5.73,2.73,648,cluster2
0.7576,2.901,8.76,1.97,329,cluster8
0.1336,2.63,7.41,2.24,612,cluster4
0.4765,2.7,7.75,2.16,301,cluster4
0.065,1.67,3.43,4.05,1197,cluster1
0.281,1.61,3.22,4.24,436,cluster8
0.204,2.34,6.1,2.62,220,cluster2
0.044,9.98,327.35,1.94,1116,cluster6
0.06482,1.6,2.8,3.76,507,cluster1
0.4679,2.22,5.56,2.79,429,cluster2
0.118,1.24,2.07,5.97,591,cluster1
0.0335,1.55,3.02,4.46,1418,cluster1
0.215,5.31,24.4,0.896,513,cluster8
0.0354,1.33,2.33,5.44,1217,cluster1
0.302,3.65,12.9,1.46,424,cluster8
0.0767,1.27,2.15,5.77,1075,cluster1
0.032,1.51,2.89,4.61,757,cluster1
0.0682,3.35,11.2,1.64,932,cluster8
0.107,1.43,2.63,4.94,822,cluster1
0.054,3.08,9.69,1.82,1104,cluster4
0.0825,5.59,26.7,0.84,968,cluster8
0.0948,22.31,266.97,0.131,1729,cluster6
0.11,2.25,5.69,2.74,594,cluster2
0.11728,2.91,8.8,1.96,425,cluster4
0.04469,13.597,288.26,0.676,1468,cluster7
0.163,2.51,15.2,5.28,501,cluster8
0.08,3.2,82.6,13.9,899,cluster5
0.056798,4.71,19.95,1.05,1265,cluster8
0.045,2.15,5.27,2.91,1315,cluster2
0.0304,1.18,1.76,5.89,969,cluster1
0.0628,1.23,2.04,6.02,1321,cluster1
0.0663,3.32,11,1.65,1598,cluster4
0.096,2.58,7.18,2.3,935,cluster4
0.677,2.19,5.43,2.84,212,cluster8
0.242,2.47,6.66,2.43,386,cluster4
0.0795,2,4.66,3.2,419,cluster2
0.0325,2.44,6.53,2.47,1070,cluster2
0.6421,2.07,4.94,3.06,324,cluster8
0.049,0.92,0.721,5.09,1016,cluster1
0.1083,6.41,33.6,0.701,845,cluster8
0.0516,1.56,3.05,4.41,1226,cluster1
0.0443,1.4,2.54,5.09,958,cluster1
0.0698,2.53,6.94,2.35,666,cluster4
0.061,2.09,109.8,66.1,976,cluster5
0.0428,2.93,8.91,1.95,996,cluster4
0.1041,1.74,3.68,3.84,639,cluster1
0.14,2.31,15.2,6.78,622,cluster5
0.184,4.21,16.5,1.22,540,cluster8
0.1796,9.11,123.00021,0.91,524,cluster6
0.054,1.59,3.15,4.31,1040,cluster1
0.05,2.76,8.05,2.1,1038,cluster4
0.0379,12.442,117.5971,0.288,1400,cluster7
0.2237,1.6,3.19,4.28,496,cluster1
0.153,3.15,10.1,1.78,754,cluster4
0.088,1.53,2.96,4.54,455,cluster1
0.0519,1.39,2.51,5.14,1191,cluster1
0.109,1.5,2.86,4.66,781,cluster1
0.0165,1.19,1.81,5.9,1693,cluster1
0.0692,1.84,4.04,3.56,393,cluster2
0.0188,1.69,3.5,3.98,1397,cluster1
0.0673,12.812,791.3967,2.2,1557,cluster6
0.0449,10.503,90.3,0.41,1480,cluster3
0.1156,1.62,3.26,4.21,802,cluster1
0.1229,1.55,3.02,4.46,580,cluster1
0.0812,1.92,4.35,3.38,938,cluster2
0.0427,5.23,23.8,0.914,1200,cluster8
0.045,1.54,2.99,4.5,1458,cluster1
0.059,2.93,15.1,3.3,860,cluster8
0.3907,4.13,16,1.25,391,cluster8
0.098,2.5,6.8,2.39,521,cluster4
0.133,1.09,1.32,5.6,830,cluster1
0.0256,1.99,3.55,2.18,1592,cluster2
0.242,1.86,4.12,3.52,229,cluster2
0.087,1.01,1.01,5.39,536,cluster1
0.03199,16.41,388.38826,0.484,2037,cluster7
0.13,2.61,7.32,2.26,758,cluster4
0.0142,1.05,1.16,5.51,1244,cluster1
0.2658,2.09,5.02,3.02,384,cluster2
0.1369,2.47,6.66,2.43,768,cluster4
0.04753,15.02,189.10885,0.303,1312,cluster7
0.059,2.93,15.1,3.3,860,cluster8
0.163,1.27,0.6,1.6,559,cluster8
0.0224,1.46,2.73,4.82,1448,cluster1
0.055,1.87,4.16,3.5,1231,cluster2
0.0295,0.89,0.64,4.99,1268,cluster1
0.1224,2.09,5.02,3.02,852,cluster2
0.131,1.66,3.39,4.07,419,cluster1
0.061935,0.752,0.331,3.96,173,cluster1
0.2199,2.3,28.5,12.9,602,cluster5
0.04651,14.572,238.3725,0.44,1637,cluster7
0.0283,1.25,2.1,5.91,1011,cluster1
0.0265,10.58,78.8,0.366,1579,cluster3
0.119,2.23,5.6,2.77,487,cluster2
0.087,0.88,0.615,4.96,838,cluster1
0.2602,1.72,3.61,3.9,551,cluster2
0.051,1.94,24.6,18.5,569,cluster5
0.0726,2.08,4.98,3.04,702,cluster2
0.0347,17.15,266.9772,0.31,2000,cluster7
0.0643,3.69,13.2,1.44,794,cluster8
0.06206,14.796,343.2564,0.665,1490,cluster7
0.1,2.02,5.3,3.5,415,cluster2
0.02282,14.975,607.03,0.994,1638,cluster6
0.0583,2.64,7.46,2.23,850,cluster4
0.0346,0.94,0.779,5.15,1490,cluster1
0.0134,1.82,7.72,8.5,2119,cluster5
0.034,1.77,3.78,3.75,1253,cluster1
0.164,0.91,0.693,5.05,691,cluster1
0.0499,1.14,1.55,5.75,907,cluster1
0.2234,3.94,14.7,1.32,560,cluster8
0.07,3.62,12.8,1.48,497,cluster8
0.0951,1.37,2.45,5.24,770,cluster1
0.0549,12.498,87.40325,0.263,1404,cluster3
0.1009,2.06,4.9,3.08,1129,cluster2
0.0745,2.78,8.15,2.08,530,cluster4
0.1361,1.45,2.7,4.87,809,cluster1
0.0445,1.79,3.86,3.7,1064,cluster1
0.077,2.03,4.78,3.14,751,cluster2
0.052,12.63,363.1,0.993,1275,cluster7
0.2008,1.26,2.12,5.83,630,cluster1
0.142,1.99,4.62,3.22,559,cluster2
0.0451,9.528,47.03884,0.318,1479,cluster3
0.3024,2.619,7.36,2.25,535,cluster4
0.2101,2.77,8.1,2.09,576,cluster4
0.233,2.54,6.99,2.34,488,cluster4
0.02498,15.491,711.9392,1.06,1834,cluster6
0.094,3.1,19.6,3.62,852,cluster8
0.0371,1.64,3.33,4.15,1484,cluster1
0.0417,1.77,3.78,3.75,1332,cluster1
0.0641,3.36,11.2,1.62,1673,cluster8
0.022,1.11,1.41,5.67,2537,cluster1
0.0391,13.899,242.8209,0.5,1457,cluster7
0.0608,2.57,7.14,2.31,590,cluster4
0.0345,13.563,368.6828,0.88,1790,cluster7
0.093,3.07,9.64,1.83,1163,cluster4
0.2658,2.09,5.02,3.02,384,cluster2
0.026,3.42,22.4,3.08,1395,cluster8
0.195,4.19,8,0.58,582,cluster8
0.0197,1.1,1.37,5.66,1844,cluster1
0.1183,1.55,3.02,4.46,570,cluster1
0.131,2.86,8.55,2.01,702,cluster4
0.0334,12.464,492.62,1.5,1480,cluster6
0.0497,1.83,4.01,3.6,584,cluster2
0.177,1.32,2.3,5.5,341,cluster1
0.01589,1.264,1.86,5.03,773,cluster1
0.0296,1.34,2.36,5.39,557,cluster1
0.1013,4.32,15.6,0.91,1012,cluster8
0.098,3.438,9.5,1.29,758,cluster8
0.6477,3.6,12.6,1.48,234,cluster8
0.4453,2.93,8.91,1.95,349,cluster4
0.0694,2.35,6.12,2.59,437,cluster2
0.04131,13.384,213.58176,0.48,1253,cluster7
0.065,1.28,2.18,5.71,555,cluster1
0.0712,1.38,2.48,5.19,816,cluster1
0.088,1.53,2.96,4.54,455,cluster1
0.0785,1.52,2.92,4.57,1113,cluster1
0.1266,1.52,2.92,4.57,1013,cluster1
0.0206,1.35,2.39,5.34,1681,cluster1
0.3679,1.77,3.78,3.75,400,cluster2
0.25,2.49,2,0.69,513,cluster8
0.075,2.34,6.08,2.61,660,cluster2
0.048,1.16,1.65,5.81,1347,cluster1
0.034,1.73,3.64,3.86,1642,cluster1
0.101,4.04,15.4,1.28,835,cluster8
0.0198,2.28,5.82,2.7,1114,cluster2
0.04944,13.227,82.95363,0.191,1003,cluster7
0.2298,2.13,5.18,2.95,379,cluster2
0.0994,1.32,2.3,5.5,787,cluster1
0.0993,1.62,3.26,4.21,750,cluster1
0.4626,2.6,7.27,2.27,248,cluster4
0.03711,14.46,731.009,0.87,2210,cluster6
0.179,2.94,8.96,1.94,547,cluster4
0.033,1.5,2.86,4.66,652,cluster1
0.2274,1.26,2.13,5.85,597,cluster1
0.0571,3.6,10.5,1.24,836,cluster8
0.1202,2.29,5.86,2.68,715,cluster2
0.062,2.071,4.94,3.06,932,cluster2
0.122,1.71,3.57,3.92,889,cluster1
0.2602,1.72,3.61,3.9,551,cluster2
0.1333,5.21,23.7,0.921,658,cluster8
0.0472,2.42,6.44,2.5,424,cluster2
0.1275,1.602,3.2,4.28,555,cluster1
0.2881,2.35,6.12,2.59,384,cluster2
0.05057,16.029,162.0933,0.24,1560,cluster7
0.044,1.65,3.36,4.11,1116,cluster1
0.04057,13.585,172.58169,0.377,1244,cluster7
0.065,1.28,2.18,5.71,555,cluster1
0.2234,3.94,14.7,1.32,560,cluster8
0.076,0.522,0.066,2.6,443,cluster1
0.1179,2.84,8.45,2.03,1157,cluster4
0.38,1.87,4.16,3.5,757,cluster2
0.197,5.02,48.6,2.13,651,cluster8
0.1405,1.194,1.83,5.91,536,cluster1
0.03211,10.593,183.38791,0.46,1296,cluster7
0.046,14.572,273.3338,0.56,1587,cluster7
0.0491,1.6,4.13,3.75,629,cluster1
0.0303,0.96,0.84,5.22,1574,cluster1
0.0389,2,4.66,3.2,745,cluster2
0.04,2.24,5.65,2.76,905,cluster2
0.06864,13.888,314.6517,0.64,1619,cluster7
0.1245,2.55,7.04,2.33,642,cluster4
0.0296,1.34,2.36,5.39,557,cluster1
0.03889,16.623,271.415,0.348,1812,cluster7
0.064,2.9,8.75,1.97,890,cluster4
0.0675,2.07,4.94,3.06,958,cluster2
