pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,disc_instrument,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
HAT-P-53 b,HAT-P-53,1,1,1,Transit,2015,2015-12,HATNet,multiple telescopes,multiple instruments,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,1.9616241,0.03159,14.773,1.318,471.65972,1.48400,Mass,0.8,0.134000,,1778,0,0.3800,,2.7936000,5.610000,0.11200,,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,,5956.00,1.21,1.09,0.000,[Fe/H],0.217,4.31,4.670,0.8700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m29.06s,21.8711012,+38d58m05.21s,38.9681137,666.8020000,13.7800000,12.1000000,13.5142000,2015-11-18,2015-12,2015-11-19
HAT-P-54 b,HAT-P-54,1,1,1,Transit,2015,2015-04,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,3.799847,0.04117,10.581,0.944,241.5508,0.76000,Mass,1.118,0.074000,,818,0,0.7410,,,14.340000,0.15720,,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,,4390.00,0.62,0.65,-0.127,[Fe/H],-0.902,4.67,3.900,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h39m35.52s,99.8979924,+25d28m56.64s,25.4824005,143.6510000,13.3980000,10.3260000,13.0172000,2015-04-24,2015-04,2015-04-24
HAT-P-55 b,HAT-P-55,1,1,1,Transit,2015,2015-09,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=JUNCHER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015PASP..127..851J/abstract target=ref>Juncher et al. 2015</a>,3.5852467,0.04604,13.249,1.182,184.97706,0.58200,Mass,0.435,0.139000,,1313,0,0.3920,,2.9352000,9.790000,0.12020,,<a refstr=JUNCHER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015PASP..127..851J/abstract target=ref>Juncher et al. 2015</a>,,5808.00,1.01,1.01,-0.030,[Fe/H],,4.43,4.200,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m05.64s,264.2735096,+25d43m52.13s,25.7311468,511.3880000,13.1970000,11.6270000,13.0955000,2015-06-16,2015-09,2015-06-17
HAT-P-56 b,HAT-P-56,0,1,1,Transit,2015,2015-09,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=HUANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...85H/abstract target=ref>Huang et al. 2015</a>,2.7908327,0.0423,16.432,1.466,692.8694,2.18000,Mass,0.86,0.246000,,1840,0,0.8725,,2.2711200,6.370000,0.10540,,<a refstr=HUANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...85H/abstract target=ref>Huang et al. 2015</a>,,6566.00,1.43,1.3,-0.077,[m/H],,4.24,2.010,0.6270,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m23.52s,100.8480137,+27d15m07.86s,27.2521823,320.6390000,10.9200000,9.8300000,10.8245000,2018-04-25,2015-09,2015-07-23
HAT-P-6 b,HAT-P-6,0,1,1,Transit,2007,2008-01,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,3.852985,0.05237,14.908,1.330,336.58197,1.05900,Mass,0.559,,,1675,0,0.6020,,,7.690000,0.09338,,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,6570.00,1.46,1.29,,,0.555,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h39m05.78s,354.7740917,+42d27m57.55s,42.4659866,275.3580000,10.4690000,9.3130000,10.3056000,2018-04-25,2008-04,2016-02-25
HAT-P-6 b,HAT-P-6,0,1,1,Transit,2007,2008-01,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3.853003,0.05244,15.637,1.395,337.85329,1.06300,Mass,0.487,,,1704,0,,,,7.429400,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6570.00,1.52,1.29,-0.130,[Fe/H],,4.19,2.300,0.5210,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h39m05.78s,354.7740917,+42d27m57.55s,42.4659866,275.3580000,10.4690000,9.3130000,10.3056000,2018-04-25,2012-10,2016-01-14
HAT-P-65 b,HAT-P-65,1,1,1,Transit,2016,2016-12,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,2.6054552,0.03951,21.185,1.890,167.49641,0.52700,Mass,0.096,0.304000,,1930,0,0.4640,,4.3656000,4.570000,0.10450,,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,G2,5835.00,1.86,1.21,0.100,[Fe/H],0.555,3.98,5.460,0.2660,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h03m37.32s,315.9054895,+11d59m21.72s,11.9893675,738.5190000,13.1210000,11.5280000,12.9952000,2016-09-14,2016-12,2016-09-15
HAT-P-66 b,HAT-P-66,1,1,1,Transit,2016,2016-12,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,2.972086,0.04363,17.822,1.590,248.86089,0.78300,Mass,0.242,0.090000,,1896,0,0.3300,,4.6992000,5.010000,0.08720,,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,G0,6002.00,1.88,1.25,0.035,[Fe/H],0.615,3.99,4.660,0.2690,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h02m17.43s,150.5726262,+53d57m02.97s,53.9508237,935.4560000,13.0140000,11.6750000,12.8922000,2016-09-14,2016-12,2016-09-15
HAT-P-67 b,HAT-P-67,1,2,1,Transit,2017,2017-05,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=ZHOU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..211Z/abstract target=ref>Zhou et al. 2017</a>,4.8101025,0.06505,23.371,2.085,108.0622,0.34000,Mass,0.052,0.000000,,1903,0,0.1200,,6.9888000,5.691000,0.08340,,<a refstr=ZHOU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..211Z/abstract target=ref>Zhou et al. 2017</a>,,6406.00,2.55,1.64,-0.080,[Fe/H],0.939,3.85,1.240,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h06m26.57s,256.6107279,+44d46m36.79s,44.7768849,371.6860000,10.1060000,8.9000000,9.9749600,2017-04-11,2017-05,2017-04-13
HAT-P-68 b,HAT-P-68,1,1,1,Transit,2020,2020-10,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=LINDOR_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201016026L/abstract target=ref>Lindor et al. 2020</a>,2.29840551,0.02996,12.016,1.072,230.10892,0.72400,Mass,0.727,0.041000,184.80,1028,0,0.2120,,2.0868000,9.600000,0.16440,,<a refstr=LINDOR_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201016026L/abstract target=ref>Lindor et al. 2020</a>,K,4508.00,0.67,0.68,-0.059,[Fe/H],-0.779,4.62,11.100,3.1650,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h53m55.96s,118.4831501,+23d56m17.59s,23.9382192,202.1520000,13.8020000,11.0190000,13.5442000,2020-12-10,2020-10,2020-12-17
HAT-P-69 b,HAT-P-69,1,1,1,Transit,2019,2019-10,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,4.7869491,0.06555,18.786,1.676,1137.8314,3.58000,Mass,1.02,0.000000,,1930,0,0.3660,0.762700,5.1264000,7.320000,0.08703,,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,,7394.00,1.93,1.65,-0.069,[Fe/H],1.000,4.11,1.270,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h42m01.35s,130.5056385,+03d42m38.04s,3.7105662,341.2630000,9.7740000,9.2800000,9.7733200,2019-08-12,2019-10,2019-08-15
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2008,2008-06,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,2.2047304,0.03805,16.421,1.465,571.77617,1.79900,Mass,0.712,,,2194,0,,,,4.187600,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,6350.00,1.96,1.51,0.260,[Fe/H],,4.04,2.000,0.2850,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m59.33s,292.2471900,+47d58m10.35s,47.9695429,341.0790000,10.4810000,9.3340000,10.3654000,2018-04-25,2011-11,2016-01-14
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2008,2008-06,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,2.2047354,0.0355,15.906,1.419,566.05523,1.78100,Mass,0.8,0.000000,,2200,0,0.4960,,,4.154500,0.07752,0.007120,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,6350.00,1.84,1.47,0.260,[Fe/H],,4.07,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m59.33s,292.2471900,+47d58m10.35s,47.9695429,341.0790000,10.4810000,9.3340000,10.3654000,2018-04-25,2015-05,2015-10-15
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2008,2008-06,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=WONG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..122W/abstract target=ref>Wong et al. 2016</a>,2.2047372,0.03676,16.713,1.491,534.59006,1.68200,Mass,0.629,0.001600,,2700,0,,,,4.030000,0.07809,,<a refstr=WONG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..122W/abstract target=ref>Wong et al. 2016</a>,,6441.00,1.84,1.47,0.150,[Fe/H],,4.02,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m59.33s,292.2471900,+47d58m10.35s,47.9695429,341.0790000,10.4810000,9.3340000,10.3654000,2018-04-25,2016-06,2016-08-18
HAT-P-70 b,HAT-P-70,1,1,1,Transit,2019,2019-10,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,2.74432452,0.04739,20.961,1.870,2154.8874,6.78000,Mass,1.54,0.000000,,2562,0,-0.6290,0.844300,3.4800000,5.450000,0.09887,,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,,8450.00,1.86,1.89,-0.059,[Fe/H],1.223,4.18,0.600,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h58m12.56s,74.5523332,+09d59m52.73s,9.9979794,330.7390000,9.4700000,8.9630000,9.4517400,2019-08-12,2019-10,2019-08-15
HAT-P-8 b,HAT-P-8,0,3,1,Transit,2008,2009-10,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=LATHAM_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...704.1107L/abstract target=ref> Latham et al. 2009 </a>,3.0763776,0.0487,16.81,1.500,483.08,1.52000,Mass,0.568,0.000000,,1700,0,0.3200,0.642700,3.8088000,6.350000,0.09530,,<a refstr=LATHAM_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...704.1107L/abstract target=ref> Latham et al. 2009 </a>,,6200.00,1.58,1.28,,,0.519,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h52m09.96s,343.0414932,+35d26m49.84s,35.4471778,211.5530000,10.3580000,8.9530000,10.1489000,2018-04-25,2009-10,2014-05-14
HAT-P-9 b,HAT-P-9,0,1,1,Transit,2008,2009-01,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3.922814,0.0529,15.468,1.380,247.27174,0.77800,Mass,0.366,,,1540,0,,,,8.496200,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6350.00,1.34,1.28,0.120,[Fe/H],,4.29,1.600,0.7520,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m40.44s,110.1685157,+37d08m26.14s,37.1405946,455.2030000,12.3440000,11.0150000,12.1536000,2019-07-08,2012-10,2016-01-14
HAT-P-9 b,HAT-P-9,1,1,1,Transit,2008,2009-01,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,3.92281072,0.05287,15.614,1.393,238.05467,0.74900,Mass,0.342,0.084000,931.00,1540,0,0.5100,1.144000,3.3600000,8.500000,0.10696,,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6350.00,1.34,1.28,0.120,[Fe/H],0.418,4.29,,0.7550,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m40.44s,110.1685157,+37d08m26.14s,37.1405946,455.2030000,12.3440000,11.0150000,12.1536000,2019-07-08,2019-02,2019-07-11
HAT-P-9 b,HAT-P-9,0,1,1,Transit,2008,2009-01,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,Published Confirmed,0,<a refstr=SHPORER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690.1393S/abstract target=ref> Shporer et al. 2009 </a>,3.92289,0.053,15.69,1.400,247.9,0.78000,Mass,0.35,0.000000,,1530,0,0.5200,1.170000,3.4320000,8.600000,0.10830,,<a refstr=SHPORER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690.1393S/abstract target=ref> Shporer et al. 2009 </a>,,6350.00,1.32,1.28,,,0.410,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m40.44s,110.1685157,+37d08m26.14s,37.1405946,455.2030000,12.3440000,11.0150000,12.1536000,2019-07-08,2009-01,2014-05-14
HATS-1 b,HATS-1,1,1,1,Transit,2012,2013-01,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,3.446459,0.0444,14.594,1.302,589.55,1.85500,Mass,1.03,0.120000,,1359,0,0.6330,,2.4168000,9.200000,0.12880,,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,,5870.00,1.04,0.99,,,0.041,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m06.06s,175.5252399,-23d21m17.44s,-23.3548451,283.9710000,12.1550000,10.5800000,11.9363000,2014-05-14,2013-01,2014-05-14
HATS-10 b,HATS-10,1,1,1,Transit,2015,2015-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,3.312846,0.04491,10.862,0.969,167.17858,0.52600,Mass,0.7,0.501000,,1407,0,0.3400,,3.0072000,8.730000,0.09030,,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,,5880.00,1.10,1.1,0.150,[Fe/H],0.117,4.39,3.300,1.1500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m13.64s,294.3068385,-22d12m16.15s,-22.2044872,534.8890000,13.2020000,11.5110000,12.9838000,2015-05-21,2015-07,2015-05-21
HATS-11 b,HATS-11,0,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=RABUS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...88R/abstract target=ref>Rabus et al. 2016</a>,3.6191613,0.04614,16.926,1.510,270.1555,0.85000,Mass,0.299,0.340000,,1637,0,0.2030,1.180000,4.3656000,6.880000,0.10760,,<a refstr=RABUS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...88R/abstract target=ref>Rabus et al. 2016</a>,G0,6060.00,1.44,1,-0.390,[Fe/H],0.403,4.12,7.700,0.4710,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m36.18s,289.4007603,-22d23m24.03s,-22.3900092,944.6030000,14.0600000,12.2430000,13.8333000,2018-10-24,2016-10,2016-09-29
HATS-12 b,HATS-12,0,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=RABUS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...88R/abstract target=ref>Rabus et al. 2016</a>,3.142833,0.04795,15.132,1.350,756.4354,2.38000,Mass,1.19,0.085000,,2097,0,0.5890,0.470000,4.5576000,4.670000,0.06300,,<a refstr=RABUS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...88R/abstract target=ref>Rabus et al. 2016</a>,F,6408.00,2.21,1.49,-0.100,[Fe/H],0.863,3.92,2.360,0.1960,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m48.58s,289.2024020,-19d21m21.32s,-19.3559227,746.1380000,12.8310000,11.3910000,12.6766000,2018-10-24,2016-10,2016-09-29
HATS-13 b,HATS-13,1,1,1,Transit,2015,2015-08,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,3.0440499,0.04057,13.585,1.212,172.58169,0.54300,Mass,0.377,0.181000,,1244,0,0.2490,,2.6347200,9.820000,0.14020,,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,,5523.00,0.89,0.96,0.050,[Fe/H],,4.52,2.500,1.9300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h07m50.76s,316.9614798,-26d05m48.19s,-26.0967205,421.8550000,13.9110000,11.9830000,13.6799000,2015-08-12,2015-08,2015-08-13
HATS-14 b,HATS-14,1,1,1,Transit,2015,2015-08,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,2.7667641,0.03815,11.646,1.039,340.39593,1.07100,Mass,1.191,0.142000,,1276,0,0.1800,,2.6421600,8.800000,0.11450,,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,,5346.00,0.93,0.97,0.330,[Fe/H],,4.48,4.900,1.6820,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m51.71s,313.2154754,-25d41m14.55s,-25.6873756,513.0110000,14.0520000,12.0370000,13.7712000,2015-08-12,2015-08,2015-08-13
HATS-15 b,HATS-15,1,1,1,Transit,2016,2016-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,1.74748753,0.02712,12.386,1.105,689.6911,2.17000,Mass,1.97,0.126000,,1505,0,0.3170,,2.2696800,6.330000,0.12290,,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,G9 V,5311.00,0.92,0.87,0.000,[Fe/H],-0.204,4.45,11.000,1.5700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m22.08s,311.0920041,-19d26m15.10s,-19.4375266,1139.5500000,14.9090000,12.7240000,14.6473000,2016-06-22,2016-07,2016-06-23
HATS-16 b,HATS-16,1,1,1,Transit,2016,2016-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,2.686502,0.03744,14.572,1.300,1039.3041,3.27000,Mass,1.86,0.000000,,1592,0,0.7320,,2.6208000,6.500000,0.10750,,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,G3 V,5738.00,1.24,0.97,-0.100,[Fe/H],0.173,4.24,9.500,0.7200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m14.12s,358.5588439,-30d00m46.94s,-30.0130385,757.0440000,13.9570000,12.2800000,13.6864000,2016-06-22,2016-07,2016-06-23
HATS-17 b,HATS-17,1,1,1,Transit,2016,2016-04,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,16.254611,0.1308,8.709,0.777,425.25654,1.33800,Mass,3.5,0.029000,72.70,814,0,0.4320,,4.8264000,25.800000,0.07260,,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,G V,5846.00,1.09,1.13,0.300,[Fe/H],0.093,4.42,2.100,1.2200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m45.50s,192.1895676,-47d36m49.24s,-47.6136789,400.3310000,12.4020000,10.6980000,12.2179000,2016-09-14,2016-04,2016-09-15
