pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,disc_instrument,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-905 b,TOI-905,1,1,1,Transit,2020,2020-11,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,3.739494,0.04666,13.126,1.171,211.99261,0.66700,Mass,0.515,0.024000,337.00,1192,0,0.8160,1.718000,2.0280000,,,,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,5570.00,0.92,0.97,0.140,[Fe/H],-0.137,4.50,3.400,1.7600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,158.6490000,11.0800000,9.4480000,11.0813000,2021-02-08,2020-11,2021-02-11
TOI-954 b,TOI-954,1,1,1,Transit,2020,2020-10,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=SHA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201014436S/abstract target=ref>Sha et al. 2020</a>,3.6849729,0.04963,9.55,0.852,55.30242,0.17400,Mass,0.35,0.140000,1393.00,1526,0,0.5600,,5.0900000,5.630000,0.04620,,<a refstr=SHA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201014436S/abstract target=ref>Sha et al. 2020</a>,,5710.00,1.89,1.2,0.215,[Fe/H],0.535,3.96,6.140,0.2490,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028,238.7680000,10.3430000,8.7790000,10.2321000,2020-11-13,2020-10,2020-11-19
TRAPPIST-1 b,TRAPPIST-1,1,1,7,Transit,2016,2016-05,La Silla Observatory,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,1.51087081,0.01111,1.086,0.097,0.85,0.00267,Mass,3.6,0.081000,4.25,400,1,0.1260,0.726600,0.6067000,20.500000,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.00,0.12,0.08,0.040,[Fe/H],-3.281,,,71.5000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,17.0200000,10.2960000,15.6451000,2017-02-17,2017-02,2017-02-22
TRAPPIST-1 c,TRAPPIST-1,1,1,7,Transit,2016,2016-05,La Silla Observatory,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,2.4218233,0.01521,1.056,0.094,1.38,0.00434,Mass,6.45,0.083000,2.27,342,1,0.1610,0.687000,0.7062000,28.080000,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.00,0.12,0.08,0.040,[Fe/H],-3.281,,,71.5000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,17.0200000,10.2960000,15.6451000,2017-02-17,2017-02,2017-02-22
TRAPPIST-1 d,TRAPPIST-1,1,1,7,Transit,2016,2016-05,La Silla Observatory,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,4.04961,0.02144,0.772,0.069,0.41,0.00129,Mass,4.9,0.070000,1.14,288,1,0.1700,0.367000,0.8188000,39.550000,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.00,0.12,0.08,0.040,[Fe/H],-3.281,,,71.5000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,17.0200000,10.2960000,15.6451000,2017-02-17,2017-02,2017-02-22
TRAPPIST-1 e,TRAPPIST-1,1,1,7,Transit,2017,2016-05,Multiple Observatories,Multiple Telescopes,Multiple Instruments,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,6.099615,0.02817,0.918,0.082,0.62,0.00195,Mass,4.4,0.085000,0.66,251,1,0.1200,0.519000,0.9535000,51.970000,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.00,0.12,0.08,0.040,[Fe/H],-3.281,,,71.5000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,17.0200000,10.2960000,15.6451000,2017-02-17,2017-02,2017-02-22
TRAPPIST-1 f,TRAPPIST-1,1,1,7,Transit,2017,2016-05,Multiple Observatories,Multiple Telescopes,Multiple Instruments,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,9.20669,0.0371,1.045,0.093,0.68,0.00214,Mass,3.3,0.063000,0.38,219,1,0.3820,0.673000,1.0430000,68.400000,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.00,0.12,0.08,0.040,[Fe/H],-3.281,,,71.5000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,17.0200000,10.2960000,15.6451000,2017-02-17,2017-02,2017-02-22
TRAPPIST-1 g,TRAPPIST-1,1,1,7,Transit,2017,2016-05,Multiple Observatories,Multiple Telescopes,Multiple Instruments,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,12.35294,0.0451,1.127,0.101,1.34,0.00422,Mass,5.2,0.061000,0.26,199,1,0.4210,0.782000,1.1400000,83.200000,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.00,0.12,0.08,0.040,[Fe/H],-3.281,,,71.5000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,17.0200000,10.2960000,15.6451000,2017-02-17,2017-02,2017-02-22
TrES-1 b,TrES-1,0,2,1,Transit,2004,2004-10,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,3.0300728,0.03946,12.319,1.099,241.86863,0.76100,Mass,0.762,,,1147,0,,,,10.373000,,,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,5226.00,0.82,0.89,0.060,[Fe/H],,4.56,3.400,2.2990,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360,159.6580000,11.4240000,9.8190000,11.5565000,2018-04-25,2010-11,2016-01-14
TrES-1 b,TrES-1,0,2,1,Transit,2004,2004-10,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,3.030065,0.03925,11.96,1.067,238.998,0.75200,Mass,0.769,,,1140,0,0.0000,2.110000,,10.520000,0.13578,,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5230.00,0.81,0.88,0.020,[Fe/H],-0.359,4.57,3.700,2.4000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360,159.6580000,11.4240000,9.8190000,11.5565000,2018-04-25,2008-04,2014-10-15
TrES-2 b,TrES-2,0,2,1,Transit,2006,2006-11,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,2.4706132,0.0367,13.955,1.245,457.6752,1.44000,Mass,2.42,0.000200,,1472,0,,,,,0.12536,,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,5850.00,,,-0.150,[Fe/H],,4.43,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,11.2540000,9.8460000,11.2819000,2018-04-25,2016-06,2016-03-31
TrES-2 b,TrES-2,0,2,1,Transit,2006,2006-11,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,2.47061317,0.0367,13.978,1.247,380.44251,1.19700,Mass,0.8,,,1470,0,0.8436,,,7.903000,0.12539,0.000770,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,5850.00,1.00,0.98,-0.150,[Fe/H],,4.43,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,11.2540000,9.8460000,11.2819000,2018-04-25,2015-05,2015-10-15
TrES-2 b,TrES-2,0,2,1,Transit,2006,2006-11,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.47063,0.03558,13.72,1.224,381.396,1.20000,Mass,0.813,,,1498,0,0.8540,,,7.620000,0.12530,,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5850.00,1.00,0.98,,,0.025,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,11.2540000,9.8460000,11.2819000,2018-04-25,2008-04,2016-02-25
TrES-2 b,TrES-2,0,2,1,Transit,2006,2006-11,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.4706101,0.03635,14.135,1.261,398.24099,1.25300,Mass,0.831,,,1467,0,,,,7.800300,,,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,5795.00,1.00,1.05,0.060,[Fe/H],,4.46,2.500,1.4690,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,11.2540000,9.8460000,11.2819000,2018-04-25,2010-11,2016-01-14
TrES-2 b,TrES-2,0,2,1,Transit,2006,2006-11,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,2.47061323,0.03567,13.372,1.193,383.30298,1.20600,Mass,0.884,,,1466,0,,,,7.956720,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,5850.00,0.96,0.99,-0.150,[Fe/H],,4.47,3.400,1.5570,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,11.2540000,9.8460000,11.2819000,2018-04-25,2011-11,2016-01-14
TrES-3 b,TrES-3,0,1,1,Transit,2007,2007-07,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,1.306187,0.02276,14.684,1.310,603.55917,1.89900,Mass,1.05,,,1638,0,,,,5.945300,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,5650.00,0.82,0.92,-0.190,[Fe/H],,4.57,1.000,2.3220,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,231.3370000,12.3620000,10.6080000,12.1995000,2016-01-12,2011-11,2016-01-14
TrES-3 b,TrES-3,0,1,1,Transit,2007,2007-07,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,1.30619,0.02272,14.706,1.312,615.95454,1.93800,Mass,1.065,,,1623,0,0.8277,,,6.060000,0.16600,,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5650.00,0.81,0.92,-0.190,[Fe/H],-0.228,4.58,0.600,2.4700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,231.3370000,12.3620000,10.6080000,12.1995000,2016-02-24,2008-04,2016-02-25
TrES-3 b,TrES-3,0,1,1,Transit,2007,2007-07,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,1.3061864,0.02283,14.628,1.305,607.0553,1.91000,Mass,1.1438,,,1630,0,,,,6.002400,,,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,5650.00,0.82,0.93,-0.190,[Fe/H],,4.58,0.100,2.3950,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,231.3370000,12.3620000,10.6080000,12.1995000,2016-01-12,2010-11,2016-01-14
TrES-4 b,TrES-4,0,2,1,Transit,2007,2007-10,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,3.5539246,0.05084,19.123,1.706,291.45011,0.91700,Mass,0.23,0.000000,,1778,0,,,,,0.09745,,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,6200.00,,,0.140,[Fe/H],,4.06,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,11.9320000,10.3300000,11.4731000,2018-04-25,2016-06,2016-03-31
TrES-4 b,TrES-4,0,2,1,Transit,2007,2007-10,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>,3.55392771,0.0516,20.602,1.838,157.00802,0.49400,Mass,0.099,0.016000,,1795,0,0.7440,,3.6580000,6.140000,0.10452,,<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>,,6295.00,1.81,1.45,0.280,[Fe/H],,4.09,2.200,0.3470,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,11.9320000,10.3300000,11.4731000,2018-04-25,2015-03,2016-05-05
TrES-4 b,TrES-4,0,2,1,Transit,2007,2007-10,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3.5539268,0.0502,19.448,1.735,285.09351,0.89700,Mass,0.214,,,1805,0,,,,5.892800,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6200.00,1.83,1.34,0.140,[Fe/H],,4.04,2.500,0.3060,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,11.9320000,10.3300000,11.4731000,2018-04-25,2012-10,2016-01-14
TrES-4 b,TrES-4,0,2,1,Transit,2007,2007-10,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,3.553945,0.04965,20.288,1.810,278.73691,0.87700,Mass,0.197,,,1861,0,,,,5.549400,,,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,6200.00,1.92,1.29,0.140,[Fe/H],,3.98,3.700,0.2560,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,11.9320000,10.3300000,11.4731000,2018-04-25,2010-11,2016-01-14
TrES-4 b,TrES-4,0,2,1,Transit,2007,2007-10,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,3.553945,0.05092,19.627,1.751,292.4036,0.92000,Mass,0.213,,,1785,0,0.7550,,,6.030000,0.09903,,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,6200.00,1.82,1.39,0.140,[Fe/H],0.642,4.06,2.900,0.3280,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,11.9320000,10.3300000,11.4731000,2018-04-25,2008-04,2016-02-25
TrES-5 b,TrES-5,1,1,1,Transit,2011,2011-11,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,Published Confirmed,0,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,1.48224686,0.02459,13.384,1.194,568.9157,1.79000,Mass,1.31,,,1480,0,,,,6.100000,0.14300,,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,,5171.00,0.87,0.9,0.200,[Fe/H],,4.52,,1.9450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m53.27s,305.2219454,+59d26m56.05s,59.4489033,360.3130000,13.6770000,11.5910000,13.4599000,2015-04-16,2015-04,2015-04-16
WASP-1 b,WASP-1,0,2,1,Transit,2007,2007-03,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.519961,0.03957,16.97,1.514,291.76794,0.91800,Mass,0.328,,,1811,0,0.0000,,,5.690000,0.10250,,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,,1.52,1.3,,,0.459,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,11.3080000,10.2760000,11.5349000,2016-02-24,2008-04,2016-02-25
WASP-1 b,WASP-1,0,2,1,Transit,2007,2007-03,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,2.51994529,0.03889,16.242,1.449,268.88418,0.84600,Mass,0.34609,0.000000,,1812,0,,,,,0.10130,,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,6110.00,,,0.260,[Fe/H],,4.19,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,11.3080000,10.2760000,11.5349000,2016-03-29,2016-06,2016-03-31
WASP-1 b,WASP-1,0,2,1,Transit,2007,2007-03,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.519961,0.03898,16.634,1.484,273.3338,0.86000,Mass,0.34979,,,1800,0,,,,5.757100,,,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,6110.00,1.46,1.24,0.230,[Fe/H],,4.21,3.000,0.5680,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,11.3080000,10.2760000,11.5349000,2016-01-12,2010-11,2016-01-14
WASP-1 b,WASP-1,0,2,1,Transit,2007,2007-03,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,2.5199464,0.0392,16.735,1.493,311.4734,0.98000,Mass,0.36575,,,1830,0,,,,5.757100,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6213.00,1.47,1.26,0.170,[Fe/H],,4.21,2.700,0.5680,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,11.3080000,10.2760000,11.5349000,2016-01-12,2012-10,2016-01-14
WASP-10 b,WASP-10,1,1,1,Transit,2008,2009-02,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,3.0927616,0.03781,12.106,1.080,1001.12,3.15000,Mass,4.14,,,1370,0,0.2990,2.525000,2.2271000,11.650000,0.15918,,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,,4675.00,0.70,0.75,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m58.33s,348.9930457,+31d27m45.90s,31.4627508,140.9980000,12.4130000,9.9830000,12.1739000,2014-05-14,2009-02,2014-05-14
