pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
HD 181342 b,HD 181342,1,1,Radial Velocity,2009,2010-05-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,564.1,1.592,13.2,1.18,807.2882,2.54,1.93,Msini,0.022,,,0,K0 III,4945,4.71,1.69,0.26,[Fe/H],1.079,3.28,1.8,,19h21m04.18s,290.2674078,-23d37m10.92s,-23.6196996,120.391,7.55,5.251,7.28405
HD 181433 b,HD 181433,1,3,Radial Velocity,2008,2009-03-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,9.3743,0.08,2.4,0.214,6.3566,0.02,2.53,Msini,0.4,,,0,K3 IV,4918,0.79,0.63,0.38,[Fe/H],-0.456,4.45,2,2.14212,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,8.4,6.094,8.09228
HD 181433 c,HD 181433,1,3,Radial Velocity,2008,2009-03-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,962,1.76,14.1,1.26,203,0.64,0.398,Msini,0.28,,,0,K3 IV,4962,0.81,0.78,0.33,[Fe/H],-0.511,4.37,2,2.14212,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,8.4,6.094,8.09228
HD 181433 d,HD 181433,1,3,Radial Velocity,2008,2009-03-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,2172,3,14.2,1.27,171,0.54,0.328,Msini,0.48,,,0,K3 IV,4962,0.81,0.78,0.33,[Fe/H],-0.511,4.37,2,2.14212,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,8.4,6.094,8.09228
HD 181720 b,HD 181720,1,1,Radial Velocity,2009,2010-03-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,956,1.85,14,1.25,127.132,0.4,0.255,Msini,0.26,,,0,G1 V,5736,1.5,1.03,-0.62,[Fe/H],0.288,4.09,,0.42706,19h22m53.09s,290.7212224,-32d55m15.02s,-32.9208401,60.2046,7.84,6.294,7.67484
HD 183263 b,HD 183263,1,2,Radial Velocity,2004,2005-01-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,626.51599,1.49,13,1.16,1255.4285,3.95,3.14,Msini,0.36,,,0,G2 IV,5948,1.23,1.31,0.29,[Fe/H],0.25,4.37,8.13,0.69443,19h28m24.55s,292.1022982,+08d21m28.51s,8.3579183,54.1955,7.86,6.422,7.71818
HD 183263 c,HD 183263,1,2,Radial Velocity,2008,2009-03-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,3070,4.35,13,1.16,1134.61,3.57,2.84,Msini,0.239,,,0,G2 IV,5867,1.29,1.06,0.27,[M/H],0.25,4.24,4.52,0.69443,19h28m24.55s,292.1022982,+08d21m28.51s,8.3579183,54.1955,7.86,6.422,7.71818
HD 183579 b,HD 183579,1,1,Transit,2021,2021-01-01T01:00:00Z,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0,17.471278,0.1334,3.55,0.317,19.7,0.06198,2.39,Mass,0.28,58.1,769,0,G5 V,5788,0.98,1.03,-0.023,[Fe/H],0.012,4.5,2.6,1.53,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651,8.67,7.15,8.51549
HD 185269 b,HD 185269,3,1,Radial Velocity,2006,2006-12-01T01:00:00Z,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,0,6.83776,0.077,13.8,1.23,321.0083,1.01,0.671,Msini,0.229,,,0,G0 IV,5923,2,1.3,0.11,[Fe/H],0.694,3.92,4,0.16236,19h37m11.70s,294.2987668,+28d29m58.25s,28.499514,51.9917,6.67973,5.26,6.51831
HD 187085 b,HD 187085,1,1,Radial Velocity,2006,2006-06-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,1019.74,2.1,13.9,1.24,265.70588,0.836,0.544,Msini,0.251,,,0,G0 V,6117,1.27,1.19,0.12,[Fe/H],2.13,4.28,2.747,0.6538,19h49m33.98s,297.3915731,-37d46m51.57s,-37.7809929,45.8993,7.22,5.876,7.07508
HD 187123 b,HD 187123,1,2,Radial Velocity,1998,1998-12-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,3.0965828,0.0426,14.2,1.27,166.218,0.523,0.319,Msini,0.0103,,,0,G3 V,5790,1.15,1.04,0.09,[M/H],0.127,4.33,7.4,0.96299,19h46m58.29s,296.7428786,+34d25m08.36s,34.41899,45.9548,7.83,6.337,7.67284
HD 187123 c,HD 187123,1,2,Radial Velocity,2008,2009-03-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,3810,4.89,13.4,1.19,632.46,1.99,1.44,Msini,0.252,,,0,G3 V,5790,1.15,1.04,0.09,[M/H],0.127,4.33,7.4,0.96299,19h46m58.29s,296.7428786,+34d25m08.36s,34.41899,45.9548,7.83,6.337,7.67284
HD 18742 b,HD 18742,1,1,Radial Velocity,2011,2011-12-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,766,1.82,13.1,1.17,1080.622,3.4,2.64,Msini,0.04,,,0,G8/K0 IV,4940,5.13,1.36,-0.04,[Fe/H],1.143,3.09,2.3,,03h00m10.63s,45.0443115,-20d48m09.73s,-20.8027024,162.685,7.81,5.554,7.55464
HD 188015 b,HD 188015,2,1,Radial Velocity,2004,2005-01-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,461.2,1.203,13.6,1.21,476.72,1.5,1.04,Msini,0.137,,,0,G5 IV,5746,1.1,1.09,0.289,[Fe/H],0.059,4.45,6.61,1.12887,19h52m04.60s,298.0191857,+28d05m59.92s,28.0999769,50.6706,8.24,6.632,8.06588
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2005-12-01T01:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,2.21857567,0.0313,12.666,1.13,359.1479,1.13,0.943,Mass,0,356,1209,0,K0-2 V,5052,0.75,0.79,-0.02,[Fe/H],-0.461,4.49,1.4,2.65,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.7638,7.67,5.541,7.41432
HD 190007 b,HD 190007,1,1,Radial Velocity,2020,2021-01-01T01:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,11.72,0.092,4.21,0.375,16.46,0.05179,1.21,Msini,0.14,,,0,K3/4V,4610,0.79,0.77,0.16,[Fe/H],-0.68,4.58,1,3.25324,20h02m46.95s,300.6956339,+03d19m36.12s,3.3266992,12.7141,7.46,4.796,7.06341
HD 190360 b,HD 190360,2,2,Radial Velocity,2003,2003-11-01T01:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,2915.03687,3.97,13.5,1.21,489.4582,1.54,1.09,Msini,0.31,,,0,G6 IV,5552,1.14,0.99,0.24,[Fe/H],0.066,4.32,8.5,0.867,20h03m38.22s,300.9092476,+29d53m40.35s,29.894541,16.0069,5.738,4.076,5.55436
HD 190360 c,HD 190360,2,2,Radial Velocity,2005,2005-10-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,17.111,0.1304,4.59,0.409,19.069,0.06,1.08,Msini,0.237,,,0,G6 IV,5549,1.17,0.98,0.19,[M/H],0.066,4.29,8.5,0.867,20h03m38.22s,300.9092476,+29d53m40.35s,29.894541,16.0069,5.738,4.076,5.55436
HD 190647 b,HD 190647,1,1,Radial Velocity,2007,2007-08-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,1176.45,2.231,13.4,1.19,630.89255,1.985,1.44,Msini,0.224,,,0,G5 V,5656,1.38,1.07,0.23,[Fe/H],0.297,4.16,7.957,0.41818,20h07m19.64s,301.8318167,-35d32m22.28s,-35.5395236,54.4738,7.78,6.161,7.5942
HD 190984 b,HD 190984,1,1,Radial Velocity,2009,2010-03-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,4885,5.5,13.1,1.17,985.2,3.1,2.41,Msini,0.57,,,0,F8 V,5988,1.53,0.91,-0.48,[Fe/H],0.43,4.02,,0.12614,20h11m30.72s,302.8779827,-64d37m12.98s,-64.6202728,148.187,8.76,7.319,8.61126
HD 191806 b,HD 191806,1,1,Radial Velocity,2016,2016-07-01T00:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,1606.3,2.8,12.6,1.12,2707.9116,8.52,7.44,Msini,0.259,,,0,K0,6010,1.4,1.14,0.3,[Fe/H],0.348,4.45,2.9,0.54607,20h09m28.50s,302.368758,+52d16m36.22s,52.2767265,65.6668,8.09,6.639,7.93339
HD 191939 b,HD 191939,1,3,Transit,2020,2020-02-01T01:00:00Z,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0,8.880403,0.0814,3.42,0.305,11.6,0.0364,1.59,M-R relationship,,99.07,812,0,G8 V,5427,0.94,0.92,-0.16,[M/H],-0.161,4.4,7,1.55,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,8.97,7.18,8.77476
HD 191939 c,HD 191939,1,3,Transit,2020,2020-02-01T01:00:00Z,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0,28.58059,0.1762,3.23,0.288,10.5,0.0331,1.71,M-R relationship,,20.85,552,0,G8 V,5427,0.94,0.92,-0.16,[M/H],-0.161,4.4,7,1.55,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,8.97,7.18,8.77476
HD 191939 d,HD 191939,1,3,Transit,2020,2020-02-01T01:00:00Z,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0,38.3561,0.215,3.16,0.282,10.1,0.0319,1.76,M-R relationship,,,499,0,G8 V,5427,0.94,0.92,-0.16,[M/H],-0.161,4.4,7,1.55,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,8.97,7.18,8.77476
HD 192263 b,HD 192263,1,1,Radial Velocity,1999,2000-04-01T00:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,24.3556,0.15,14.2,1.26,177.9848,0.56,0.342,Msini,0.05,,486,0,K0 V,4976,0.74,0.66,0.03,[Fe/H],-0.47,4.51,2.09,2.5391,20h13m59.78s,303.4990864,-00d51m56.73s,-0.8657574,19.6359,7.79,5.537,7.49558
HD 192310 b,HD 192310,1,2,Radial Velocity,2011,2011-10-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,74.72,0.32,4.27,0.381,16.9,0.0532,1.19,Msin(i)/sin(i),0.13,,355,0,K3V,5166,0.73,0.8,-0.04,[Fe/H],-0.415,4.51,7.81,2.1457,20h15m18.83s,303.8284712,-27d02m01.52s,-27.0337556,8.79687,5.73,3.501,5.47661
HD 192310 c,HD 192310,1,2,Radial Velocity,2011,2011-10-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,525.8,1.18,5.25,0.469,24,0.076,0.911,Msin(i)/sin(i),0.32,,185,0,K3V,5166,0.81,0.8,-0.04,[Fe/H],-0.415,4.51,7.81,2.1457,20h15m18.83s,303.8284712,-27d02m01.52s,-27.0337556,8.79687,5.73,3.501,5.47661
HD 192699 b,HD 192699,1,1,Radial Velocity,2007,2007-08-01T00:00:00Z,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,0,340.94,1.063,13.4,1.19,666.17168,2.096,1.52,Msini,0.082,,,0,G8 IV,5041,4.41,1.38,-0.15,[Fe/H],1.009,3.25,1.8,,20h16m05.96s,304.0248392,+04d34m50.05s,4.5805708,71.8627,6.45591,4.366,6.21085
HD 195019 b,HD 195019,2,1,Radial Velocity,1998,1999-01-01T01:00:00Z,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,0,18.20132,0.14,13,1.16,1264.9634,3.98,3.16,Msini,0.01,,,0,G3 IV-V,5751,1.48,1.21,0.05,[Fe/H],0.333,4.18,3.2,0.44916,20h28m19.02s,307.0792427,+18d46m09.30s,18.7692509,37.6681,6.87591,5.256,6.72911
HD 196050 b,HD 196050,3,1,Radial Velocity,2002,2002-12-01T01:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,1378,2.51,13.1,1.17,1010.6994,3.18,2.47,Msini,0.23,,,0,G4 V,5879,1.42,1.31,0.21,[Fe/H],0.26,4.25,1.6,0.52347,20h37m51.31s,309.4637796,-60d38m05.15s,-60.6347649,50.6742,7.5,6.034,7.3407
HD 196067 b,HD 196067,2,1,Radial Velocity,2012,2013-03-01T01:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,3638,5.02,12.7,1.13,2192.9,6.9,5.88,Msini,0.66,,,0,G1 V,6017,1.73,1.29,0.18,[Fe/H],0.572,4.24,3.3,0.31274,20h41m44.74s,310.4364195,-75d21m05.40s,-75.3514992,39.9346,6.51,5.08,6.33009
HD 196885 A b,HD 196885 A,2,1,Radial Velocity,2007,2008-02-01T01:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,1333,2.37,13.2,1.18,819.97,2.58,1.96,Msini,0.48,,,0,F8 V,6254,1.31,1.28,0.22,[Fe/H],0.38,4.31,3.12,0.56805,20h39m51.95s,309.9664609,+11d15m00.08s,11.2500236,34.1692,6.39677,5.072,6.26141
HD 197037 b,HD 197037,2,1,Radial Velocity,2012,2012-04-01T00:00:00Z,Ground,McDonald Observatory,2.7 m Harlan J. Smith Telescope,0,1035.7,2.07,13.9,1.24,251,0.79,0.514,Msini,0.22,,,0,F7 V,6150,1.1,1.11,-0.2,[Fe/H],0.239,4.4,1.9,1.03864,20h39m32.87s,309.8869681,+42d14m51.33s,42.247593,33.1944,6.82294,5.488,6.67106
HD 19994 b,HD 19994,3,1,Radial Velocity,2003,2004-02-01T01:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,466.2,1.305,13.6,1.21,435.41,1.37,0.951,Msini,0.063,,,0,F8 V,6188,1.8,1.36,0.27,[Fe/H],0.58,4.29,2.4,0.27721,03h12m46.64s,48.1943193,-01d11m47.02s,-1.1963955,22.5242,5.06345,3.748,4.93038
HD 20003 b,HD 20003,1,2,Radial Velocity,2019,2019-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,11.8482,0.0974,3.43,0.306,11.66,0.0367,1.59,Msini,0.36,,,0,G8 V,5494,0.92,0.88,0.04,[Fe/H],-0.143,4.41,,1.68959,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.8316,8.39,6.647,8.19184
HD 20003 c,HD 20003,1,2,Radial Velocity,2019,2019-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,33.9239,0.1964,3.89,0.347,14.44,0.0454,1.35,Msini,0.1,,,0,G8 V,5494,0.92,0.88,0.04,[Fe/H],-0.143,4.41,,1.68959,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.8316,8.39,6.647,8.19184
HD 200964 b,HD 200964,1,2,Radial Velocity,2010,2011-01-01T01:00:00Z,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,0,606.3,1.565,13.5,1.21,508.21017,1.599,1.14,Msini,0.087,,,0,G8 IV,4982,4.92,1.39,-0.15,[Fe/H],1.064,3.22,3,,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.5922,6.48605,4.286,6.23723
HD 200964 c,HD 200964,1,2,Radial Velocity,2010,2011-01-01T01:00:00Z,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,0,852.5,1.96,13.7,1.22,385.84562,1.214,0.825,Msini,0.243,,,0,G8 IV,4982,4.92,1.39,-0.15,[Fe/H],1.064,3.22,3,,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.5922,6.48605,4.286,6.23723
HD 202206 c,HD 202206,2,1,Radial Velocity,2004,2005-09-01T00:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,1260,2.41,12.2,1.08,5689.157,17.9,17.2,Mass,0.22,,,0,G6 V,5766,1.04,1.07,0.3,[Fe/H],0.035,4.5,2.9,1.24997,21h14m57.73s,318.7405221,-20d47m23.02s,-20.7897284,45.9665,8.08,6.485,7.91051
HD 202696 b,HD 202696,1,2,Radial Velocity,2019,2019-03-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,517.8,1.566,,,634.38868,1.996,,Mass,0.011,,,0,K0 III-IV,5040,6.43,1.91,0.02,[Fe/H],1.369,3.11,1.32,,21h16m54.01s,319.2250346,+27d15m29.81s,27.2582799,188.546,8.23,5.877,7.95929
HD 202696 c,HD 202696,1,2,Radial Velocity,2019,2019-03-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,946.6,2.342,,,592.43512,1.864,,Mass,0.028,,,0,K0 III-IV,5040,6.43,1.91,0.02,[Fe/H],1.369,3.11,1.32,,21h16m54.01s,319.2250346,+27d15m29.81s,27.2582799,188.546,8.23,5.877,7.95929
HD 202772 A b,HD 202772 A,2,1,Transit,2019,2019-02-01T01:00:00Z,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0,3.308958,0.05208,17.318,1.545,323.23311,1.017,0.343,Mass,0.038,3440,2132,0,,6272,2.59,1.72,0.3,[Fe/H],0.971,3.85,1.7,0.14,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.498,8.324,6.959,8.22688
HD 203030 b,HD 203030,1,1,Imaging,2006,2006-11-01T01:00:00Z,Ground,Palomar Observatory,5.1 m Hale Telescope,0,,487.1,12,1.07,7656.097,24.09,24.3,Mass,,,1206,0,G8 V,5603,0.86,0.94,0.3,[Fe/H],-0.227,4.64,0.22,1.97498,21h18m58.37s,319.7432238,+26d13m50.10s,26.2305846,39.2503,8.45,6.653,8.24663
HD 203473 b,HD 203473,1,1,Radial Velocity,2018,2018-11-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,1552.9,2.73,12.6,1.12,2479.074,7.8,6.81,Msini,0.289,,,0,G5,5780,1.33,1.12,0.19,[Fe/H],0.25,4.09,5.22,0.42172,21h22m19.06s,320.5794196,+05d01m24.91s,5.0235858,72.6402,8.23,6.718,8.07691
HD 2039 b,HD 2039,1,1,Radial Velocity,2002,2003-04-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,1120,2.2,12.7,1.14,1999.1507,6.29,5.36,Msini,0.71,,,0,G2/G3 IV/V,5945,1.19,1.23,0.3,[Fe/H],0.194,4.38,6,0.95192,00h24m20.43s,6.0851069,-56d38m59.96s,-56.649988,85.6922,9,7.549,8.85974
HD 204313 b,HD 204313,1,2,Radial Velocity,2010,2010-02-01T01:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,1920.09998,3.07,13.1,1.17,1099.6918,3.46,2.69,Msini,0.23,,,0,G5 V,5783,1.1,1.03,0.16,[Fe/H],0.1,4.37,3.38,1.01537,21h28m12.25s,322.0510568,-21d43m38.71s,-21.7274194,47.7945,7.99,6.459,7.83246
HD 204313 c,HD 204313,1,2,Radial Velocity,2015,2016-01-01T01:00:00Z,Ground,La Silla Observatory,Multiple Telescopes,0,34.905,0.2099,4.38,0.39,17.6,0.0553,1.15,Msini,0.155,,,0,G5 V,5776,1.13,1.02,0.18,[Fe/H],0.1,4.38,3.38,1.01537,21h28m12.25s,322.0510568,-21d43m38.71s,-21.7274194,47.7945,7.99,6.459,7.83246
HD 204941 b,HD 204941,2,1,Radial Velocity,2011,2011-11-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,1733,2.55,10.1,0.903,73.1009,0.23,0.39,Msini,0.37,,,0,K1/2V,5026,0.78,0.58,-0.19,[Fe/H],-0.509,4.42,6.67,2.35641,21h32m23.20s,323.0966714,-20d57m28.65s,-20.957957,28.7165,8.45,6.357,8.19092
HD 205739 b,HD 205739,1,1,Radial Velocity,2008,2008-11-01T01:00:00Z,Ground,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0,279.8,0.896,13.6,1.21,435.41,1.37,0.951,Msini,0.27,,,0,F7 V,6176,1.33,1.22,0.19,[Fe/H],0.36,4.29,2.84,0.67944,21h38m08.43s,324.5351273,-31d44m16.21s,-31.7378373,92.5087,8.56,7.299,8.41991
HD 206255 b,HD 206255,1,1,Radial Velocity,2019,2019-06-01T00:00:00Z,Ground,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0,96.045,0.461,6.47,0.577,34.2,0.1076,0.694,Msini,0.23,,,0,G5 IV/V,5635,2.22,1.42,,,0.652,3.75,,0.12981,21h42m22.03s,325.5917768,-50d05m36.92s,-50.0935884,75.2363,7.62,5.979,7.44849
HD 206610 b,HD 206610,1,1,Radial Velocity,2009,2010-05-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,673.2,1.74,13.4,1.19,647.10188,2.036,1.48,Msini,0.1,,,0,K0 III,4842,6.12,1.55,0.14,[Fe/H],1.276,3.22,3,,21h43m24.90s,325.8537599,-07d24m29.68s,-7.4082451,147.192,8.34,5.952,8.06506
HD 20781 b,HD 20781,2,5,Radial Velocity,2019,2019-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,5.3135,0.0529,1.21,0.108,1.93,0.0061,5.99,Msini,0.1,,,0,K0 V,5256,0.83,0.7,-0.11,[Fe/H],-0.31,4.37,,1.96197,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.9715,8.48,6.553,8.2372
HD 20781 c,HD 20781,2,5,Radial Velocity,2019,2019-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,13.8905,0.1004,2.17,0.193,5.33,0.0168,2.87,Msini,0.09,,,0,K0 V,5256,0.83,0.7,-0.11,[Fe/H],-0.31,4.37,,1.96197,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.9715,8.48,6.553,8.2372
HD 20781 d,HD 20781,2,5,Radial Velocity,2019,2019-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,29.158,0.1647,3.25,0.29,10.61,0.0334,1.7,Msini,0.11,,,0,K0 V,5256,0.83,0.7,-0.11,[Fe/H],-0.31,4.37,,1.96197,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.9715,8.48,6.553,8.2372
HD 20781 e,HD 20781,2,5,Radial Velocity,2019,2019-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,85.5073,0.3374,3.83,0.342,14.03,0.0442,1.37,Msini,0.06,,,0,K0 V,5256,0.83,0.7,-0.11,[Fe/H],-0.31,4.37,,1.96197,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.9715,8.48,6.553,8.2372
HD 20782 b,HD 20782,2,5,Radial Velocity,2006,2006-06-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,597.0643,1.3649,13.6,1.21,472.83,1.4878,1.03,Msini,0.95,,,0,G1.5 V,5782.13,1.13,1.04,-0.054,[M/H],0.107,4.35,5.53,1.02483,03h20m03.99s,50.0166232,-28d51m15.67s,-28.8543535,35.9864,7.36,5.827,7.19283
HD 207832 b,HD 207832,3,2,Radial Velocity,2012,2012-09-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,160.07,0.586,14.2,1.26,177.9848,0.56,0.342,Msini,0.197,,,0,G5 V,5726,0.89,1.05,0.14,[Fe/H],-0.11,4.48,1.36,1.5247,21h52m36.43s,328.1517893,-26d01m37.83s,-26.0271749,58.9291,8.78,7.207,8.61176
HD 207832 c,HD 207832,3,2,Radial Velocity,2012,2012-09-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,1155.7,2.112,14,1.25,232.0159,0.73,0.465,Msini,0.27,,,0,G5 V,5710,0.9,0.94,0.14,[Fe/H],-0.112,4.48,1.36,1.5247,21h52m36.43s,328.1517893,-26d01m37.83s,-26.0271749,58.9291,8.78,7.207,8.61176
HD 20794 b,HD 20794,1,4,Radial Velocity,2011,2011-10-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,18.315,0.1207,1.45,0.129,2.7,0.0085,4.87,Msin(i)/sin(i),0,,660,0,G8 V,5401,0.92,0.7,-0.4,[Fe/H],-0.163,4.22,5.76,1.70389,03h19m59.94s,49.9997666,-43d03m59.95s,-43.0666533,6.00278,4.26,2.636,4.06635
HD 20794 c,HD 20794,1,4,Radial Velocity,2011,2011-10-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,40.114,0.2036,1.35,0.121,2.4,0.0076,5.36,Msin(i)/sin(i),0,,508,0,G8 V,5401,0.92,0.7,-0.4,[Fe/H],-0.163,4.22,5.76,1.70389,03h19m59.94s,49.9997666,-43d03m59.95s,-43.0666533,6.00278,4.26,2.636,4.06635
HD 20794 d,HD 20794,1,4,Radial Velocity,2011,2011-10-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,90.309,0.3499,2.04,0.182,4.8,0.015,3.11,Msin(i)/sin(i),0,,388,0,G8 V,5401,0.92,0.7,-0.4,[Fe/H],-0.163,4.22,5.76,1.70389,03h19m59.94s,49.9997666,-43d03m59.95s,-43.0666533,6.00278,4.26,2.636,4.06635
HD 20794 e,HD 20794,1,4,Radial Velocity,2017,2017-09-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,147.02,0.509,2.03,0.181,4.77,0.01501,3.13,Msini,0.29,,,0,G8,5401,0.92,0.81,-0.403,[M/H],-0.163,4.46,5.76,1.70389,03h19m59.94s,49.9997666,-43d03m59.95s,-43.0666533,6.00278,4.26,2.636,4.06635
HD 208487 b,HD 208487,1,1,Radial Velocity,2004,2005-04-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,130.08,0.524,14.2,1.27,165.265,0.52,0.317,Msini,0.24,,,0,G2 V,6067,1.2,1.13,0.022,[Fe/H],0.244,4.33,8.15,1.04801,21h57m19.98s,329.3332489,-37d45m50.89s,-37.7641354,45.147,7.47,6.159,7.33164
HD 208527 b,HD 208527,1,1,Radial Velocity,2012,2013-01-01T01:00:00Z,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0,875.5,2.1,12.5,1.11,3146.4,9.9,8.85,Msini,0.08,,,0,M1 III,4035,51.1,1.6,-0.09,[Fe/H],2.863,1.4,2,,21h56m23.99s,329.0999413,+21d14m23.72s,21.239922,312.202,6.38984,2.224,5.61607
HD 20868 b,HD 20868,1,1,Radial Velocity,2008,2009-03-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,380.85001,0.95,13.7,1.22,397.2875,1.25,0.849,Msini,0.75,,,0,K3/4 IV,4802,0.76,0.39,0.05,[Fe/H],-0.529,4.26,4.5,2.45251,03h20m43.06s,50.1794053,-33d43m46.88s,-33.72969,47.7223,9.92,7.543,9.61323
