hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_bmag,sy_vmag,sy_gaiamag,lum_class
Kepler-514,G,6106,1.44,1.28,0.36,0.353,4.23,2.69,0.58348,12.771,12.273,12.1325,V
Kepler-4,G,5857,1.49,1.22,0.17,0.354,4.17,4.5,0.46728,13.209,12.285,12.1577,IV
Kepler-1491,G,5728,0.99,1,0.06,0.355,4.45,4.57,0.40099,16.519,15.796,15.5695,V
Kepler-950,G,5857,1.02,1.02,0.02,0.355,4.44,3.8,3.3628,16.655,16,15.6813,V
Kepler-771,G,5906,1.05,1.03,0.01,0.355,4.42,3.72,0.77515,15.958,14.958,14.7461,V
HAT-P-42,G,5743,1.53,1.18,0.27,0.356,4.14,5.2,0.52838,12.827,12.125,12.0031,IV
Kepler-376,G,5900,1.18,1.06,-0.104,0.357,4.3,1.91,0.59154,14.453,13.86,13.734,V
Kepler-669,F,6038,1.2,1.15,0.14,0.358,4.34,3.16,0.99415,16.759,15.742,15.4817,IV
Kepler-1226,G,5923,1.02,1.02,-0.08,0.359,4.43,3.72,0.44856,14.761,14.324,14.1497,V
Kepler-748,G,5934,1.1,1.07,0.08,0.36,4.38,3.72,1.44884,15.875,15.37,15.2186,IV
Kepler-168,F,6282,1.11,1.11,0.09,0.361,4.42,2.29,0.86387,14.827,14.842,14.6046,V
Kepler-23,G,5760,1.52,1.11,-0.09,0.362,4,6,0.45155,14.19,13.567,13.4015,V
K2-194,F,5979,1.28,1.11,0.1,0.363,4.21,,0.75033,13.462,12.998,12.8383,V
Kepler-1218,F,5986,1.1,1.06,-0.02,0.363,4.38,3.8,0.21129,14.614,13.73,13.5511,IV
Kepler-107,G,5854,1.45,1.24,0.321,0.364,4.21,4.29,0.574,13.33,12.543,12.4627,V
Kepler-363,G,5593,1.49,1.1,0.397,0.365,4.15,5.25,0.30006,14.38,13.472,13.316,IV
Kepler-903,G,5682,0.97,0.98,0.05,0.365,4.46,4.79,0.09524,15.626,14.856,14.615,V
Kepler-490,F,6045,1.12,1.08,-0.02,0.365,4.37,3.47,0.87558,15.069,14.843,14.8173,IV
Kepler-1072,F,6199,1.32,1.2,0.07,0.365,4.27,2.88,0.63932,14.662,13.972,13.842,V
Kepler-1278,F,6074,1.16,1.11,0.02,0.366,4.35,3.31,1.31343,14.267,13.782,13.6316,IV
K2-249,G,6504,1.57,1.32,0.04,0.366,4.16,,0.31728,12.131,12.646,12.4497,V
Kepler-269,G,5847,0.96,0.92,0.02,0.368,4.5,4.57,0.98784,16.366,15.646,15.7352,V
HATS-61,G,5542,1.66,1.08,0.247,0.369,4.03,8.9,0.33,14.02,13.352,13.0682,IV
Kepler-60,G,5905,1.26,1.04,-0.09,0.369,4.26,5,0.14551,14.477,13.95,13.9132,V
Kepler-1054,F,6209,1.34,1.22,0.09,0.369,4.26,2.82,0.06502,15.09,14.143,14.085,V
Kepler-1272,G,5926,1.09,1.06,0.06,0.37,4.39,3.89,0.61921,15.795,14.734,14.3837,IV
Kepler-223,G,5803,1.72,1.12,0.19,0.371,4.46,7.2,0.4236,16.209,15.69,15.3951,IV
Kepler-1069,G,5722,0.98,0.99,0.04,0.372,4.46,4.37,0.05041,14.157,13.234,13.098,V
Kepler-1403,F,6060,1.15,1.11,0.03,0.372,4.36,3.31,1.42752,16.36,15.713,15.5907,IV
Kepler-1572,G,5618,0.95,0.97,0.08,0.373,4.47,4.79,2.94225,14.938,13.879,13.7175,V
Kepler-1622,F,6436,1.5,1.31,0.04,0.373,4.2,2.19,0.82231,13.909,13.437,13.3442,V
Kepler-734,G,5326,0.78,0.85,-0.17,0.374,4.59,2.34,0.57209,15.534,14.469,14.4119,V
Kepler-320,F,6435,1.11,1.33,-0.123,0.374,4.42,2.14,0.93157,14.243,13.494,13.4337,V
Kepler-745,G,5849,1.04,1.04,0.06,0.376,4.42,4.07,0.48669,15.512,15.427,15.1634,V
Kepler-1440,G,5698,0.96,0.98,0.04,0.377,4.46,4.47,0.35257,14.762,14.24,14.1018,V
Kepler-1510,F,6200,1.28,1.19,0.04,0.377,4.29,2.75,0.68214,15.924,15.315,15.1424,V
HATS-65,F,6277,1.31,1.26,0.199,0.377,4.3,1.78,0.788,13.08,12.679,12.3793,V
Kepler-907,G,6106,1.38,1.08,-0.15,0.378,4.19,5.37,1.90798,12.006,11.16,11.4623,IV
Kepler-930,F,6335,1.4,1.25,0.04,0.378,4.24,2.34,2.53706,15.309,13.89,13.7625,V
Kepler-637,G,6096,2.56,1.64,0.38,0.382,3.84,2.19,0.60424,13.924,13.5,13.3288,III
Kepler-611,G,5761,1.01,1.01,0.06,0.383,4.43,4.47,0.66343,15.576,14.734,14.5717,V
Kepler-1670,G,5838,1.52,1.05,-0.08,0.383,4.1,0.3,0.42245,15.441,15.743,15.42,V
Kepler-212,G,5852,1.46,1.17,0.116,0.383,4.18,2.5,0.44891,13.776,13.129,12.9872,IV
Kepler-1412,F,5880,1.27,1.06,0.04,0.383,4.25,6.31,0.3926,14.032,13.347,13.1928,V
Kepler-889,F,5961,1.25,1.14,0.19,0.383,4.3,3.98,0.49688,13.168,12.998,12.6802,V
HAT-P-35,G,6096,1.44,1.24,0.11,0.383,4.21,3.5,0.59,12.838,12.389,12.2802,V
Kepler-627,F,6424,1.49,1.3,0.05,0.385,4.21,2.24,0.13053,14.464,14.181,13.949,V
Kepler-698,G,5612,0.91,0.94,-0.03,0.388,4.5,4.27,0.13928,16.042,15.716,15.432,V
Kepler-1615,K,5865,1.05,1.04,0.06,0.389,4.42,3.89,0.01114,15.393,14.603,14.5237,V
Kepler-1555,F,5866,1.06,1.04,0.03,0.389,4.4,4.37,0.72654,16.254,15.425,15.3259,V
Kepler-631,F,6185,1.33,1.24,0.23,0.389,4.28,2.51,0.90621,14.191,13.563,13.493,V
Kepler-641,G,5713,1.13,1.02,0.15,0.39,4.33,7.08,1.31634,14.614,13.807,13.7625,V
Kepler-677,G,5723,0.99,1,0.06,0.39,4.45,4.57,0.81913,16.076,15.504,15.297,V
Kepler-939,G,5471,0.85,0.88,-0.12,0.391,4.54,4.47,0.10184,16.177,15.653,15.5197,V
Kepler-1581,K,6022,1.23,1.12,0.07,0.391,4.31,4.17,0.50483,13.154,12.442,12.3525,V
HAT-P-46,F,6120,1.4,1.28,0.3,0.391,4.25,2.5,0.9153,12.714,11.997,11.6843,V
Kepler-603,G,5808,1.01,1.01,0.03,0.392,4.43,4.37,0.50778,15.716,14.969,14.8159,V
HD 26161,G,6057.62,1.46,1.13,-0.009,0.393,4.16,,0.52975,7.423,6.89333,6.7427,V
TOI-628,F,6250,1.34,1.31,0.258,0.394,4.3,1.28,0.762,10.666,10.112,10.0579,V
Kepler-1483,F,6337,1.4,1.25,0.04,0.394,4.24,2.4,0.56111,15.033,14.52,14.4231,V
Kepler-1417,G,5839,1.02,1.02,0.02,0.395,4.43,4.07,0.44314,14.816,14.038,13.8576,V
Kepler-1213,G,6050,1.21,1.14,0.13,0.395,4.33,3.47,0.5599,13.859,13.416,13.342,V
Kepler-384,G,5577,0.88,0.97,-0.459,0.396,4.47,1.5,0.80039,14.532,13.734,13.5538,V
Kepler-1163,F,6302,1.35,1.22,0.02,0.396,4.26,2.88,0.71347,12.655,12.208,12.1183,V
Kepler-1425,G,5718,0.95,0.97,-0.03,0.398,4.47,4.07,0.21194,14.485,13.681,13.5629,V
Kepler-1188,G,5913,1.06,1.04,0,0.398,4.4,4.17,0.58322,15.694,14.941,14.9676,V
Kepler-840,G,5920,1.06,1.04,0,0.398,4.41,3.89,0.42192,14.957,14.35,14.1291,V
Kepler-642,G,6570,1.66,1.4,0.06,0.398,4.14,1.95,0.7368,13.787,13.335,13.2945,IV
Kepler-1509,G,5780,0.99,1,0.03,0.399,4.45,3.98,0.75163,16.314,15.455,15.3316,V
K2-278,F,6747,1.61,1.4,0,0.399,4.17,,0.413,14.157,13.446,13.2538,IV
HAT-P-45,F,6330,1.32,1.26,0.07,0.4,4.3,2,0.45731,13.746,12.783,12.3977,V
Kepler-791,F,6383,1.47,1.3,0.06,0.403,4.21,2.24,0.01771,14.669,14.473,14.3687,V
K2-108,G,5599,1.76,1.17,0.36,0.405,4.02,7.8,0.806,13.106,12.339,12.1704,IV
K2-7,G,5772,0.96,0.97,-0.07,0.405,3.82,,0.34003,13.902,13.453,13.0573,V
KIC 3558849,F,6175,1.01,0.98,-0.42,0.405,4.44,,0.48871,14.999,14.32,14.1674,V
Kepler-625,G,5789,0.96,1.04,0.1,0.406,4.49,1.51,0.5185,,13.395,13.2641,V
Kepler-1632,F,6137,1.19,1.12,0,0.406,4.33,3.09,0.47119,13.875,13.22,13.066,V
Kepler-943,G,5612,0.91,0.93,-0.07,0.407,4.5,4.27,0.2356,16.672,15.76,15.6387,V
Kepler-806,G,5770,1.16,0.99,0,0.407,4.3,7.76,0.31224,12.549,11.813,11.5909,V
Kepler-127,G,6106,1.36,1.27,0.214,0.407,4.26,2.63,0.52724,12.071,11.746,11.4381,V
Kepler-133,G,5736,1.43,1.02,0.282,0.41,4.19,9.4,0.33482,13.798,12.896,12.8415,V
Kepler-123,G,6089,1.26,1.01,-0.03,0.41,4.28,0.48,1.28263,14.655,14.129,14.0212,V
Kepler-100,G,5825,1.49,1.08,0.02,0.411,4.12,6.46,0.44,11.857,11.055,11.1293,V
KELT-15,F,6003,1.78,2.06,0.05,0.412,4.17,,0.51,11.809,11.39,11.0694,IV
K2-46,F,6256,1.29,0.96,-0.32,0.413,4.2,,0.6011,12.486,12.144,11.9153,V
Kepler-1570,G,5550,0.89,0.92,-0.04,0.414,4.5,4.17,0.44967,15.264,14.242,13.9702,V
Kepler-754,G,5935,1.08,1.06,0.05,0.416,4.39,3.8,0.72319,15.894,15.352,15.1258,V
Kepler-474,G,5785,1.08,0.99,-0.01,0.417,4.36,6.76,0.35934,14.398,13.629,13.4689,V
Kepler-1180,F,6077,1.14,1.09,0,0.417,4.36,3.09,0.66064,15.742,15.081,14.9844,V
Kepler-885,F,6187,1.35,1.21,0.11,0.417,4.26,3.16,0.55283,14.39,12.948,12.7877,V
Kepler-647,K,6020,1.07,1.03,-0.14,0.418,4.39,4.27,0.46519,14.762,14.067,13.9345,V
K2-175,G,5909,1.42,1.09,0.05,0.419,4.11,,0.3256,11.505,10.836,10.6251,V
Kepler-1472,F,6159,1.25,1.16,0.03,0.42,4.31,3.09,0.30862,15.384,14.666,14.5898,V
K2-290,F,6302,1.51,1.19,-0.06,0.42,4.23,4,0.485,11.681,11.114,10.8204,V
Kepler-1336,G,5512,1.3,0.94,0.05,0.421,4.18,12.3,0.2217,14.789,14.264,14.0381,V
Kepler-1294,G,5776,0.97,0.99,-0.03,0.421,4.46,3.98,9.72741,15.149,15.361,15.1501,V
Kepler-634,F,6075,1.24,1.03,-0.18,0.421,4.26,5.37,0.45813,14.249,13.626,13.4921,V
Kepler-116,F,6142,1.45,1.21,0.04,0.421,4.2,0.34,1.06053,14.434,13.744,13.6894,V
Kepler-1047,G,5754,1.13,1.08,0.29,0.424,4.37,4.47,0.25738,13.846,13.46,13.3291,V
Kepler-103,G,5845,1.44,1.09,0.07,0.424,4.16,5.7,0.52,12.679,11.883,12.2466,V
Kepler-1365,G,5770,1.05,1,0.03,0.425,4.39,6.03,0.28483,14.351,13.417,13.3798,V
HATS-42,F,6060,1.48,1.27,0.22,0.425,4.2,3.26,0.55,14.243,13.682,13.5627,V
WASP-61,F,6250,1.55,1.82,-0.1,0.425,4.26,2.7,0.69,12.829,12.489,12.0702,IV
HATS-45,F,6450,1.31,1.27,0.02,0.425,4.3,1.52,0.79,13.845,13.325,13.2385,V
Kepler-1330,G,5608,0.94,0.97,0.08,0.426,4.48,4.9,1.54105,16.103,15.076,14.9451,V
Kepler-1506,G,5676,0.93,0.95,-0.05,0.426,4.49,3.98,0.38064,16.491,15.836,15.6243,V
Kepler-147,G,6012,1.47,1.14,0.07,0.427,4.18,4.47,0.57684,15.099,14.134,13.9151,V
WASP-14,F,6475,1.4,1.62,0,0.427,4.07,0.75,0.83,10.193,9.745,9.64647,V
Kepler-1256,G,6129,1.36,1.17,0.05,0.428,4.23,3.72,0.57834,14.135,13.685,13.513,V
Kepler-350,G,6186,1.53,1.19,0.041,0.428,4.15,4,0.39737,14.669,13.965,13.7606,V
Kepler-1249,G,6202,1.28,1.19,0.06,0.428,4.29,2.82,0.67505,16.365,15.391,15.3518,V
Kepler-1605,G,5280,0.82,0.86,-0.01,0.429,4.55,4.68,2.95143,13.257,12.592,12.4129,V
Kepler-238,G,5751,1.43,1.06,0.23,0.43,4.19,6.76,0.45192,16.015,15.297,15.0243,V
Kepler-1464,G,5828,1.01,1.02,0.03,0.43,4.44,3.89,0.46544,15.621,14.358,14.1296,V
K2-44,G,5912,1.58,1.15,0,0.43,4.1,,0.32177,12.783,12.27,12.0238,V
Kepler-1596,G,5706,0.92,0.95,-0.11,0.431,4.49,3.89,0.42377,16.183,15.632,15.3662,V
K2-225,G,5742,1.7,1.27,0.38,0.433,4.08,,0.21992,12.264,11.836,11.5203,V
HAT-P-31,G,6065,1.39,1.31,0.15,0.433,4.26,3.17,0.69,12.019,11.667,11.4501,V
Kepler-348,G,6177,1.36,1.27,0.07,0.433,4.24,2.29,0.85967,13.197,12.676,12.5881,V
Kepler-1591,G,6082,1.16,1.1,0.01,0.434,4.35,3.24,0.92539,15.962,14.846,14.6583,V
Kepler-1597,F,6377,1.39,1.25,0.02,0.434,4.24,2.4,0.816,14.451,14.257,14.1152,V
WASP-3,F,6400,1.44,1.62,0,0.434,4.25,2.1,0.77,11.07,10.632,10.4525,V
WASP-138,F,6272,1.36,1.22,-0.09,0.435,4.25,3.44,0.687,12.321,11.796,11.6873,V
Kepler-410 A,F,6273,1.35,1.21,0.01,0.435,4.26,2.76,0.693,9.952,9.495,9.3748,V
WASP-13,F,5950,1.37,0.72,0,0.436,4.06,5,0.4,11.211,10.424,10.38,V
Kepler-1135,G,5656,0.94,0.96,0.02,0.437,4.47,4.47,0.57519,15.267,14.545,14.2953,V
Kepler-1625,G,5677,0.94,0.96,0.01,0.437,4.48,4.37,0.43238,15.799,16.227,15.7627,V
Kepler-1142,G,5685,0.96,0.97,0.02,0.437,4.46,5.37,0.09668,15.303,14.505,14.2783,V
Kepler-839,F,6058,1.31,1.22,0.29,0.437,4.29,2.82,0.53357,14.393,13.693,13.5633,V
Kepler-493,F,6457,1.54,1.36,0.11,0.438,4.19,2,0.95308,14.688,15.268,15.0352,IV
Kepler-1391,G,5840,1.1,1.03,0.04,0.439,4.36,5.5,0.56867,14.785,13.906,13.8283,V
Kepler-524,G,6014,1.1,1.09,0.02,0.439,4.39,3.02,0.45853,14.854,14.082,13.8868,V
Kepler-483,F,6346,1.47,1.28,0.09,0.439,4.21,2.63,0.67513,14.129,13.452,13.3892,V
Kepler-328,F,6064,1.06,1.15,0.08,0.44,4.44,2.57,0.02146,16.351,15.794,15.6036,V
Kepler-1516,G,5904,1.07,1.04,0.03,0.446,4.4,4.07,0.22616,15.509,14.65,14.4469,V
Kepler-887,F,6194,1.29,1.19,0.08,0.446,4.29,3.09,0.73981,14.25,13.52,13.4496,V
K2-243,G,6570,1.39,1.29,-0.03,0.446,4.26,,0.35249,11.508,10.971,10.7424,V
Kepler-1422,F,6194,1.23,1.15,0,0.447,4.32,3.02,0.43843,15.861,15.741,15.6194,V
Kepler-1239,G,6564,1.57,1.4,0.22,0.447,4.2,1.62,0.485,15.804,15.391,15.3947,IV
Kepler-1402,G,5416,0.87,0.9,0.03,0.448,4.53,4.57,0.38709,15.803,14.78,14.6083,V
Kepler-719,G,5777,0.98,0.99,-0.02,0.448,4.45,3.98,0.68424,16.724,16.128,15.9037,V
Kepler-135,F,6090,1.27,1.25,-0.105,0.448,4.27,2.62,0.41241,12.819,12.794,12.6789,V
Kepler-678,G,5520,0.91,0.94,0.07,0.449,4.5,4.47,0.1231,15.758,15.161,15.0614,V
WASP-63,G,5550,1.86,1.28,0.08,0.449,4.01,8.3,0.28,11.74,11.155,10.9185,V
Kepler-12,F,5947,1.48,1.17,0.07,0.449,4.17,4,0.50824,14.271,13.468,13.3596,V
Kepler-1432,G,6031,1.13,1.09,0.02,0.449,4.37,3.47,1.32201,15.818,15.594,15.3702,V
Kepler-275,F,6165,1.38,1.16,0,0.449,4.23,0.31,0.58429,15.697,15.289,15.2874,V
Kepler-1385,G,5732,1.29,1.15,0.41,0.45,4.27,4.37,0.23462,13.809,12.947,12.8443,V
Kepler-766,G,5992,1.15,1.1,0.09,0.451,4.36,3.63,0.52073,16.032,15.825,15.648,V
Kepler-645,F,6170,1.21,1.13,-0.01,0.451,4.33,2.95,1.07958,14.666,13.944,14.0305,V
Kepler-126,F,6239,1.36,1.18,-0.07,0.452,4.25,3.39,0.55661,10.932,10.505,10.454,V
Kepler-1154,F,6327,1.43,1.26,0.04,0.452,4.23,2.29,0.68894,15.571,14.953,14.7792,V
Kepler-342,F,6175,1.47,1.26,-0.001,0.453,4.19,2.04,0.49444,14.189,13.2,13.0992,V
K2-166,F,5942.5,1.6,1.07,-0.051,0.458,4.09,,0.42293,12.64,12.081,11.9456,V
Kepler-1370,F,6202,1.29,1.19,0.05,0.458,4.29,2.88,2.23359,16.091,13.718,13.6743,V
Kepler-361,F,6169,1.34,1.17,0.024,0.459,4.25,3.16,0.50575,14.31,13.635,13.5447,V
Kepler-714,G,5995,1.12,1.09,0.04,0.46,4.37,3.55,1.14941,15.972,15.43,15.2407,V
Kepler-1093,F,6166,1.2,1.13,-0.01,0.46,4.33,2.95,0.84334,14.306,13.781,13.8084,V
TOI-172,K,5645,1.78,1.13,0.148,0.461,3.99,7.4,0.286,12.038,11.299,11.1927,V
Kepler-929,F,5869,1.02,1.01,-0.04,0.461,4.42,3.47,0.482,16.144,14.738,14.5038,V
Kepler-356,F,6133,1.33,1.17,-0.023,0.461,4.26,2.54,0.40888,13.873,13.058,12.9654,V
Kepler-654,K,5865,1.11,1.04,0.04,0.462,4.36,5.37,0.11232,14.317,13.762,13.6614,V
Kepler-129,G,5770,1.64,1.07,0.221,0.464,4.09,4.09,0.35927,12.667,11.809,11.6437,V
HATS-35,F,6300,1.43,1.32,0.21,0.465,4.24,2.13,0.628,13.19,12.609,12.4605,V
Kepler-25,F,6103,1.32,1.17,0.01,0.467,4.28,4.65,0.75,11.323,10.769,10.6319,V
Kepler-136,F,6165,1.35,1.2,0,0.467,4.24,2.75,0.50562,12.511,11.822,11.7544,V
Kepler-65,F,6211,1.41,1.25,0.17,0.467,4.23,2.9,0.621,11.617,10.922,10.9656,V
Kepler-1504,K,5393,0.81,0.85,-0.17,0.468,4.55,4.47,0.28092,16.572,15.883,15.6311,V
K2-269,F,6209,1.45,1.16,-0.08,0.468,4.18,,1.13,12.367,11.784,11.377,V
Kepler-1435,F,6356,1.32,1.21,-0.03,0.468,4.28,2.63,0.63089,13.573,12.984,12.8692,V
Kepler-797,G,5680,0.95,0.96,-0.02,0.47,4.47,3.89,0.72049,15.643,14.751,14.5416,V
Kepler-1640,F,6324,1.43,1.27,0.1,0.47,4.23,2.4,0.27467,15.014,14.754,14.9622,V
Kepler-1311,G,5748,1.4,1.05,0.09,0.472,4.16,7.59,0.26664,14.237,13.528,13.3176,V
Kepler-1181,F,6176,1.3,1.17,0.03,0.472,4.27,3.24,1.15805,14.137,13.549,13.4553,V
Kepler-1380,G,5570,0.94,0.96,0.1,0.473,4.48,4.79,0.48821,16.557,15.816,15.6136,V
Kepler-699,G,5330,0.78,0.81,-0.26,0.475,4.58,4.57,1.98053,16.186,15.867,15.4739,V
Kepler-772,G,5714,1.11,0.98,0.03,0.475,4.33,8.13,0.5355,14.806,14.145,13.9556,V
Kepler-1121,G,6231,1.59,1.29,0.12,0.475,4.14,3.02,0.45721,12.713,12.144,12.017,IV
Kepler-767,G,5694,0.94,0.96,-0.05,0.476,4.48,4.07,32.90527,15.94,15.678,15.4176,V
Kepler-590,G,6000,1.15,1.1,0.07,0.477,4.35,3.55,0.48383,15.371,14.554,14.4165,V
Kepler-643,K,4908,2.52,1,0.13,0.478,3.64,12.02,0.18503,15.09,13.988,13.7694,III
Kepler-1621,G,6158,1.24,1.15,0.03,0.478,4.31,2.69,0.81792,15.937,15.151,15.0106,V
Kepler-480,F,6322,1.34,1.25,0.11,0.478,4.28,2.34,0.52959,13.828,13.23,13.2113,V
KOI-94,G,6182,1.52,1.28,0.023,0.479,4.18,3.16,0.654,13.005,12.314,12.1882,V
Kepler-682,G,5559,0.89,0.92,-0.05,0.48,4.51,3.98,0.62438,16.367,15.556,15.1172,V
Kepler-896,G,5262,0.81,0.84,-0.1,0.481,4.56,5.01,0.37879,16.45,15.457,15.4307,V
Kepler-337,G,5684,1.76,1.05,0.11,0.481,4,8.2,0.23495,13.529,12.799,12.7075,V
Kepler-1285,G,6170,1.28,1.2,0.16,0.481,4.3,2.75,0.39075,12.136,11.717,11.6497,V
Kepler-1527,G,6224,1.32,1.21,0.07,0.482,4.27,2.82,0.31933,16.026,15.161,15.0782,V
Kepler-639,G,5896,1.29,1.14,0.23,0.483,4.27,4.37,0.28471,14.158,13.358,13.2686,V
Kepler-464,G,5933,1.59,1.21,0.19,0.484,4.11,4.9,0.31209,13.514,12.75,12.6717,V
Kepler-1609,F,6132,1.27,1.18,0.1,0.484,4.29,3.02,0.22412,15.769,15.159,14.9366,V
Kepler-1296,G,5359,0.83,0.87,-0.04,0.486,4.55,4.17,0.5853,15.808,14.934,14.6267,V
Kepler-1119,G,6083,1.17,1.11,0.03,0.486,4.35,3.09,0.45899,16.078,15.296,15.0671,V
Kepler-1543,F,6561,1.65,1.39,0.07,0.487,4.14,1.91,0.75391,14.004,13.495,13.4193,V
Kepler-1041,G,5957,1.08,1.06,0.01,0.489,4.4,3.55,0.07423,15.247,14.576,14.4422,V
Kepler-1562,G,5760,1.05,1.02,0.11,0.491,4.41,4.79,0.38317,16.227,15.303,15.2729,V
Kepler-187,F,6105,1.29,1.11,-0.02,0.493,4.27,3.72,0.4131,15.001,14.297,14.1753,V
Kepler-910,G,6230,1.5,1.26,0.12,0.494,4.19,3.39,0.41794,11.862,11.44,11.5286,V
Kepler-789,F,5870,1.02,1.01,-0.06,0.496,4.42,3.72,0.46008,15.351,14.723,14.5085,V
Kepler-997,G,6150,1.56,1.22,0.05,0.496,4.14,3.63,0.44755,12.794,11.521,11.8477,V
Kepler-511,G,5770,1.2,1,0.01,0.498,4.28,7.94,0.64141,13.969,12.711,12.5832,V
Kepler-431,G,6004,1.09,1.07,0.07,0.498,4.4,4.34,0.35793,12.85,12.139,11.9291,V
Kepler-1078,G,5612,0.92,0.94,-0.01,0.5,4.49,4.37,0.03994,16.487,15.703,15.6075,V
Kepler-1002,G,6144,1.57,1.22,0.04,0.501,4.13,4.07,0.53373,12.272,11.821,11.6475,V
Kepler-794,G,5839,1.38,1.19,0.34,0.506,4.23,4.07,1.28479,14.601,13.599,13.442,V
K2-66,G,5887,1.67,1.11,-0.047,0.506,4.03,,0.29907,12.301,11.71,11.9961,V
Kepler-915,F,6173,1.38,1.21,0.08,0.506,4.24,3.39,0.44865,13.973,13.314,13.2408,V
Kepler-1592,F,6213,1.28,1.18,0.04,0.507,4.29,2.69,0.58289,15.555,14.94,14.7857,V
Kepler-1449,G,5979,1.1,1.08,0.04,0.509,4.39,3.47,0.50978,15.926,15.142,15.0306,V
Kepler-36,G,5979,1.63,1.03,-0.18,0.51,4.1,4.79,0.3508,12.656,11.941,12.0767,V
Kepler-520,F,6112,1.09,1.1,-0.03,0.51,4.41,2.04,1.83122,13.528,12.798,12.7602,V
Kepler-853,F,6350,1.55,1.3,0.07,0.51,4.17,2.69,0.55852,12.981,12.339,12.2485,V
Kepler-982,F,6139,1.29,1.16,0.05,0.511,4.28,3.55,0.64822,13.61,13.099,12.9868,V
Kepler-214,F,6169,1.35,1.11,-0.091,0.511,4.25,1.58,0.40253,14.567,14.057,13.9058,V
OGLE2-TR-L9,F,6933,1.53,1.52,-0.05,0.512,4.24,1,0.597,15.491,14.718,14.5637,V
Kepler-381,F,6152,1.57,1.2,-0.202,0.514,4.12,2.57,0.57605,11.081,10.47,10.5459,V
Kepler-1104,F,6417,1.41,1.3,0.13,0.514,4.25,2.04,0.61522,12.727,12.125,12.0831,V
K2-171,G,5250,1.72,0.89,-0.09,0.516,3.95,,,13.536,12.745,12.4386,V
NGTS-13,G,5819,1.79,1.3,0.25,0.517,4.04,4.23,0.31,13.419,12.744,12.5691,IV
Kepler-216,F,6091,1.26,1.11,-0.149,0.518,4.28,0.28,0.43582,14.689,14.054,13.9607,V
Kepler-279,F,6363,1.75,1.16,-0.114,0.519,4.05,0.22,0.06379,13.73,13.647,13.5847,V
Kepler-584,F,6195,1.24,1.17,0.02,0.52,4.31,2.88,0.34474,15.299,14.973,14.8141,V
Kepler-1103,F,6092,1.15,1.11,-0.01,0.522,4.36,3.31,5.24102,15.457,14.294,14.0732,V
Kepler-1326,F,6725,1.74,1.45,0.02,0.523,4.12,1.7,0.85604,13.251,12.842,12.7411,V
Kepler-393,F,6189,1.38,1.21,0.032,0.524,4.23,2.15,0.56072,14.107,13.258,13.1783,V
Kepler-1051,F,6675,1.73,1.43,0.04,0.524,4.12,1.74,0.92007,12.877,13.212,13.1159,V
Kepler-525,G,5573,1.15,0.95,0.11,0.525,4.29,10.47,0.1601,14.445,13.613,13.4906,V
Kepler-473,G,5816,1.34,1.06,0.12,0.525,4.21,6.92,0.2851,14.813,13.548,13.3691,V
Kepler-1260,G,5961,1.08,1.06,0.01,0.526,4.39,3.8,0.13337,15.12,14.953,14.8234,V
Kepler-544,F,6206,1.22,1.16,0.02,0.529,4.33,2.63,0.49243,14.225,13.667,13.5408,V
Kepler-1468,G,5893,1.05,1.04,0.03,0.531,4.42,3.55,0.39233,15.95,15.111,14.9515,V
Kepler-638,G,5382,0.93,0.88,0.04,0.532,4.43,11.75,0.1057,14.549,13.658,13.5186,V
Kepler-207,G,5920,1.59,1.04,0.18,0.534,4.13,4.17,0.29599,13.724,13.164,13.1671,V
TOI-954,G,5710,1.89,1.2,0.215,0.535,3.96,6.14,0.249,11.153,10.343,10.2321,IV
Kepler-50,F,6225,1.58,1.24,0.03,0.536,4.13,3.8,0.441,11.018,10.544,10.3621,V
Kepler-1508,F,6158,1.22,1.14,0.01,0.537,4.32,2.69,0.23816,15.598,14.561,14.3466,V
WASP-7,F,6400,1.43,1.28,0,0.537,4.23,2.4,0.611,9.978,9.504,9.37671,V
WASP-87,F,6450,1.63,1.2,,0.537,4.16,,0.47905,11.365,10.727,10.7091,V
Kepler-999,F,6237,1.65,1.29,0.05,0.538,4.11,3.09,0.35446,13.045,12.364,12.2343,V
Kepler-805,F,6112,1.65,1.19,-0.06,0.541,4.08,4.27,0.34859,13.206,12.586,12.5048,V
Kepler-1112,F,6496,1.54,1.34,0.04,0.542,4.19,2.09,1.11353,14.856,14.74,14.5611,V
KELT-1,F,6518,1.46,1.32,0.131,0.542,4.25,,0.62059,11.233,10.632,10.5905,V
HATS-67,F,6594,1.44,1.44,0.332,0.547,4.28,0.51,0.677,14.207,13.698,13.5596,V
EPIC 248847494,K,4898,2.7,0.9,-0.23,0.548,3.52,,0.064,13.327,12.353,12.1722,III
Kepler-912,G,5998,1.11,1.07,0.02,0.552,4.37,3.16,0.07146,17.077,15.668,15.3262,V
Kepler-1165,F,6080,1.18,1.13,0.05,0.552,4.34,3.24,0.33691,14.561,14.521,14.3923,V
HAT-P-6,F,6570,1.62,1.79,-0.13,0.553,4.22,2.3,0.59,10.884,10.469,10.3056,V
Kepler-450,F,6197.21,1.64,1.19,0.128,0.554,4.08,3.02,0.37922,11.99,11.991,11.6525,V
